run_id,window_start_s,window_end_s,fault_name,fault_severity,altitude_ft,ambient_temperature_c,ambient_pressure_kpa,humidity_pct,throttle,engine_load,injection_command,injection_timing,rpm,cht,egt,oil_pressure,oil_temperature,fuel_flow,battery_voltage,alternator_current,injection_timing_deg,vibration_rms,vibration_std,vibration_kurtosis,vibration_crest_factor,vibration_peak_frequency,vibration_1x,vibration_2x,vibration_3x,rpm_residual,cht_residual,egt_residual,oil_pressure_residual,oil_temperature_residual,fuel_flow_residual,vibration_residual,rpm_z,cht_z,egt_z,oil_pressure_z,oil_temperature_z,fuel_flow_z,vibration_z,cht_slope,egt_slope,oil_pressure_slope,oil_temperature_slope,fuel_flow_slope,vibration_slope,cht_residual_slope,egt_residual_slope,oil_pressure_residual_slope,fuel_residual_slope,vibration_residual_slope,egt_residual_mean,egt_residual_std,cht_residual_mean,cht_residual_std,oil_pressure_residual_mean,oil_pressure_residual_std,fuel_residual_mean,fuel_residual_std,vibration_mean,vibration_kurtosis_mean,fault_class
3,0.99,29.990000000000002,NORMAL,0.0,8000.666666666666,10.4995,75.26043636840457,50.0,0.5449656160943531,40.47801635631626,0.5677173352896355,25.26979369656612,2443.5346453211164,21.911465370846468,583.6103782253924,4.1889336286234,-12.08456105607385,13.542457366494505,13.968519630711802,28.624140402358826,25.26979369656612,1.0240638079474098,0.25601595198685245,3.0,3.5,40.72557742201861,0.6144382847684459,0.20481276158948197,0.08192510463579279,611.6140993346135,-1.4861107603324797,13.521869408860425,0.23565264505096062,-36.41680852031876,2.7123185298503785,0.5640511912807891,20.387136644487114,-0.7430553801662398,1.6902336761075532,2.9456580631370075,-30.34734043359897,4.520530883083964,4.700426594006576,-0.27435782962230004,-0.6546654054667101,-0.002931489711280507,-1.1517303440722835,-0.09648078201354995,-0.024450859404635747,-0.22293639896111622,-0.8052512284179936,-0.015236671557849283,-0.20961275243595878,0.002292386629797146,26.46120126620785,9.57671719815607,2.5814844894475093,2.508018447463474,0.4395872976192504,0.13374502877467148,5.53560799613309,1.885064993620289,1.3416113648241632,3.0,0
3,10.99,39.99,NORMAL,0.0,7334.0,10.9995,77.19902758870062,50.0,0.5271515103462102,40.163418692960555,0.5507939348288997,25.16290906207726,2444.301378302134,18.22166388170756,571.1964544456569,4.176925178102618,-14.448263993982081,13.101872445558435,13.968572508848423,28.178787758655254,25.16290906207726,0.3700987052799247,0.09252467631998118,3.0,3.5,40.738356305035566,0.22205922316795482,0.07401974105598495,0.02960789642239398,432.20139607393503,-4.302738148929812,1.8618837713306675,0.17142360169607418,-38.490994878894156,1.9057710565379082,-0.9755499324578984,14.4067132024645,-2.151369074464906,0.23273547141633344,2.1427950212009272,-32.07582906574513,3.176285094229847,-8.129582770482488,-0.35387692830094497,-0.9331857008006902,-0.0019744443726409894,-0.5055443843675327,-0.07349615969330454,-0.03558579680752632,-0.2891044336063969,-0.9602736236498269,-0.010314569252669204,-0.14092643698874088,-0.04438410994777387,16.16016729721605,8.887598056255278,-0.1780607922839431,2.515752998792012,0.3049930410444276,0.10571171490358455,3.6741017695826335,1.4149813771603075,1.0845662547476098,3.0,0
3,20.990000000000002,49.99,NORMAL,0.0,6667.333333333333,11.499500000000001,79.17785638799054,50.0,0.48086515210715347,37.575990086878285,0.5068218945017958,24.88519091264292,2308.290348134425,14.758151156369673,560.8062696151163,4.145366861222222,-16.143388135101738,11.990364470363929,13.959192437802376,27.021628802678837,24.88519091264292,1.5218515560339945,0.3804628890084986,3.0,3.5,38.47150580224042,0.9131109336203966,0.3043703112067989,0.12174812448271956,180.1619279215697,-6.465863468376552,-6.374403766537512,0.09526756773235512,-39.87228674193942,0.9670349765293444,0.09637571637778786,6.005397597385657,-3.232931734188276,-0.796800470817189,1.190844596654439,-33.22690561828285,1.6117249608822408,0.8031309698148988,-0.3419739872615567,-0.9453629692826022,-0.002429251091914075,-0.26809367258622513,-0.08626433118427297,-0.002747708239412594,-0.25171244692415284,-0.861043026049083,-0.008165307322816758,-0.10723362758811347,0.009619686331395087,6.326781888770961,8.247622341223295,-2.95366939033425,2.3778963831304396,0.20207454980077663,0.08082412309337515,2.321106417004502,1.048480711885337,0.9346351720980741,3.0,0
3,30.990000000000002,59.99,NORMAL,0.0,6000.666666666666,11.999500000000001,81.19755860777333,50.0,0.4508064058311845,36.12571384972834,0.47826608553962524,24.704838434987106,2215.9686373036866,10.800597660721065,548.6348621661222,4.09914424683678,-17.766149666174083,11.054314092762178,13.952825423262324,26.270160145779613,24.704838434987106,0.26494728358234215,0.06623682089558554,3.0,3.5,36.93281062172811,0.1589683701494053,0.05298945671646843,0.021195782686587374,52.15010703489952,-8.72710058030299,-15.113799632358564,0.03451471063113409,-41.16527509027421,0.33025224025182887,-1.148418503948745,1.7383369011633174,-4.363550290151495,-1.8892249540448205,0.43143388288917617,-34.304395908561844,0.5504204004197149,-9.570154199572874,-0.35129622035098607,-1.0923892326860747,-0.0027326133056274847,-0.16890813557910042,-0.08200398924924444,-0.007712322722767673,-0.22473381740251733,-0.8818000602071834,-0.006328426436424787,-0.07570652621702152,-0.03165671811151179,-2.163112610406817,7.192581011969566,-5.299390354997086,1.9888775273909716,0.12195721122852343,0.059371061656300114,1.3202296299796281,0.7120944610628823,0.8699823750548302,3.0,0
3,40.99,69.99,NORMAL,0.0,5694.75,12.111,82.13820672373635,50.0,0.43174330040843073,34.9988852312222,0.46015613538800915,24.590459802450585,2212.4259437524383,9.171031627148936,546.0159592567878,4.083611662377891,-18.545595760366137,10.614010289640863,13.952581099569134,25.79358251021077,24.590459802450585,1.3510691301559905,0.3377672825389976,3.0,3.5,36.87376572920731,0.8106414780935943,0.2702138260311981,0.10808553041247924,54.959984402716145,-8.563537950513625,-13.92911722107658,0.010889649077093111,-41.607385506160554,0.09989547401950638,0.8814752393957224,1.8319994800905381,-4.281768975256813,-1.7411396526345726,0.1361206134636639,-34.6728212551338,0.1664924566991773,7.345626994964353,-0.2911791320831459,-0.6783119376948472,-0.002534341840764398,-0.12974618046377576,-0.0738890408775615,-0.009633683705117612,-0.13467800631812868,-0.36853552056887035,-0.004167604217829298,-0.04663121253645996,-0.020320239004835417,-8.491764350387143,4.478741794407027,-7.074771235238196,1.2624197618006843,0.06528502830860518,0.04309085582740524,0.6657610718438659,0.4685110396821667,0.9283692207785749,3.0,0
3,50.99,79.99,NORMAL,0.0,5389.194444444444,12.222111111111111,83.08653327869243,50.0,0.4132821159557288,33.88914708200749,0.44261801015794233,24.47969269573437,2160.5350493621863,8.099054443419766,542.4580013902337,4.088049829668322,-19.376095754089896,10.370096428257053,13.949002417197393,25.33205289889322,24.47969269573437,1.0212147274229768,0.2553036818557442,3.0,3.5,36.00891748936977,0.6127288364537861,0.20424294548459537,0.08169717819383815,10.818693341785547,-7.915462634305756,-13.785879676177046,0.0036977340026878025,-42.09777536925063,0.03240606116502143,-0.0593249335722319,0.3606231113928516,-3.957731317152878,-1.7232349595221308,0.04622167503359753,-35.08147947437553,0.05401010194170238,-0.49437444643526585,-0.20969510095867652,-0.46598057505426976,-0.0014448771576772638,-0.0906770524406897,-0.05129153254891179,-0.01638761738240554,-0.04073729462928182,-0.10934852101725785,-0.002049560288630422,-0.021147233503555126,-0.010566022380827985,-11.82309599673318,2.287586819887323,-7.869809138662733,0.5989840261139885,0.02784970213490583,0.024909640141675803,0.26869332588809874,0.24652306958291095,0.9669580232995315,3.0,0
3,60.99,89.99,NORMAL,0.0,5083.638888888889,12.333222222222222,84.04370615408588,50.0,0.4080293429188937,33.84386696128324,0.437627875772949,24.44817605751336,2138.473239883199,6.545881851704189,535.8805713909279,4.059127449165773,-20.100948380469724,10.038151529698451,13.947480913095394,25.200733572972343,24.44817605751336,1.218655899982277,0.30466397499556924,3.0,3.5,35.64122066471998,0.7311935399893662,0.2437311799964554,0.09749247199858216,-12.233499616642803,-7.7284173112512,-16.404680605807698,-0.02475219823394159,-42.48122961017401,-0.21489743117938254,0.23526476400077323,-0.4077833205547601,-3.8642086556256,-2.0505850757259623,-0.3094024779242699,-35.40102467514501,-0.35816238529897093,1.9605397000064437,-0.14336918775721516,-0.5162064611794259,-0.001205677612176744,-0.0830364921628733,-0.028456498167392395,-0.0036564968991422402,0.025350427270492807,-0.14768844606790404,-0.0013621140745369391,-0.012203477502350424,-0.026367522740137983,-13.32392022629231,1.5867783689418329,-8.018474822065418,0.34540700733440194,0.006292687873993419,0.015498645467153264,0.0598164388969872,0.1411829292498469,0.9728526259513691,3.0,0
3,70.99,99.99000000000001,NORMAL,0.0,4778.083333333333,12.444333333333333,85.00978834354798,50.0,0.39823794413196395,33.41142199953411,0.42832604692536574,24.389427664791782,2080.044445518146,5.014749597582702,533.5529011070762,4.0524665205056145,-20.522780386536013,9.83664237713263,13.943451341070217,24.9559486032991,24.389427664791782,0.5291734167164843,0.13229335417912108,3.0,3.5,34.667407425302436,0.31750405002989057,0.10583468334329688,0.04233387333731874,-76.96885624580545,-7.701599582821229,-15.151237060224616,-0.020623192420718972,-42.5647674915119,-0.1750608674749099,0.008403569120561505,-2.5656285415268485,-3.8507997914106147,-1.893904632528077,-0.25778990525898715,-35.47063957625992,-0.2917681124581832,0.07002974267134587,-0.146749807934131,-0.4556496401853034,-0.0012694943300307552,-0.05270281725465284,-0.0318976828853892,-0.007919594540071743,0.015105907885537206,-0.09222205418155908,-0.0011431427504679033,-0.010082557926063511,0.0178340931113447,-14.144246672485902,1.6022565360274783,-7.783614142061964,0.33806539770089394,-0.004495539081332793,0.012448249241979178,-0.037924693526914646,0.10977243508591392,0.8637043957935424,3.0,0
3,80.99,109.99000000000001,NORMAL,0.0,4472.527777777777,12.555444444444445,85.98484315083047,50.0,0.3834011833780811,32.535593996158,0.414231124209177,24.300407100268487,2034.2583846475832,3.3465320474506,529.8154685314297,4.043158829081518,-21.29077852406049,9.54294112793978,13.940293681699835,24.585029584452027,24.300407100268487,1.1097485446919673,0.2774371361729918,3.0,3.5,33.904306410793055,0.6658491268151804,0.22194970893839347,0.08877988357535738,-104.617908874352,-7.779512764267103,-15.040837406053924,-0.017814454261179336,-42.994715962527216,-0.14584781527348412,0.037274950561635434,-3.4872636291450667,-3.8897563821335517,-1.8801046757567406,-0.2226806782647417,-35.828929968772684,-0.24307969212247355,0.31062458801362863,-0.1454210397473748,-0.41801403591589786,-0.0014345767746016592,-0.06913538996405144,-0.02901990390883545,0.028642116690716715,0.011767829469662297,-0.05150937533943534,-0.0009981883486177346,-0.008444128496800178,0.0180253680742062,-14.852291035548195,1.254380377113404,-7.680774364686532,0.23694365600539222,-0.015084484273196707,0.012016272366684257,-0.12641628178286618,0.09922828582727236,0.8766875087276884,3.0,0
3,90.99,119.99000000000001,NORMAL,0.0,4166.972222222222,12.666555555555556,86.9689341906537,50.0,0.3717372802212653,31.90682956799981,0.403150416210202,24.230423681327593,2011.7518489075399,2.032712658330195,524.9050035869193,4.014649967844785,-21.68405656434388,9.14743187311615,13.938741506821211,24.29343200553163,24.230423681327593,0.7872427312183491,0.19681068280458727,3.0,3.5,33.52919748179233,0.47234563873100943,0.15744854624366983,0.06297941849746792,-101.91280097151434,-7.644200053853516,-16.39656275394941,-0.036818921736561094,-43.053503782417955,-0.2928926852659437,-0.3212511992890573,-3.397093365717145,-3.822100026926758,-2.0495703442436763,-0.4602365217070137,-35.87791981868163,-0.48815447544323953,-2.677093327408811,-0.1464482629256647,-0.39225264432277146,-0.0016193686354855964,-0.050571405515204164,-0.03222860784172106,-0.0037992319619512033,0.0017696565826343046,-0.03728861198794675,-0.0008541702285675079,-0.006500011504697648,-0.015282327410717758,-15.270281147734853,0.9289770580217269,-7.65215950651719,0.2723571176985931,-0.02326444978770891,0.011606585217936718,-0.19027597624100057,0.09237408733061168,0.8661025984763018,3.0,0
