window_id,run_id,window_start_sim_time,window_end_sim_time,operating_mode,throttle_mean,throttle_std,throttle_min,throttle_max,rpm_mean,rpm_std,rpm_min,rpm_max,crank_angle_mean,crank_angle_std,crank_angle_min,crank_angle_max,mean_torque_mean,mean_torque_std,mean_torque_min,mean_torque_max,instant_torque_mean,instant_torque_std,instant_torque_min,instant_torque_max,instant_torque_rms,instant_torque_peak,load_torque_mean,load_torque_std,load_torque_min,load_torque_max,friction_torque_mean,friction_torque_std,friction_torque_min,friction_torque_max,net_torque_mean,net_torque_std,net_torque_min,net_torque_max,cylinder_1_torque_mean,cylinder_1_torque_std,cylinder_1_torque_min,cylinder_1_torque_max,cylinder_2_torque_mean,cylinder_2_torque_std,cylinder_2_torque_min,cylinder_2_torque_max,cylinder_3_torque_mean,cylinder_3_torque_std,cylinder_3_torque_min,cylinder_3_torque_max,cylinder_4_torque_mean,cylinder_4_torque_std,cylinder_4_torque_min,cylinder_4_torque_max,cht_mean,cht_std,cht_min,cht_max,egt_mean,egt_std,egt_min,egt_max,oil_temperature_mean,oil_temperature_std,oil_temperature_min,oil_temperature_max,oil_pressure_mean,oil_pressure_std,oil_pressure_min,oil_pressure_max,oil_pressure_psi_mean,oil_pressure_psi_std,oil_pressure_psi_min,oil_pressure_psi_max,fuel_flow_mean,fuel_flow_std,fuel_flow_min,fuel_flow_max,fuel_flow_lph_mean,fuel_flow_lph_std,fuel_flow_lph_min,fuel_flow_lph_max,fuel_pressure_mean,fuel_pressure_std,fuel_pressure_min,fuel_pressure_max,vibration_mean,vibration_std,vibration_min,vibration_max,vibration_rms,vibration_peak,degradation_type,target_component,active_severity,current_health,is_degraded
CYL3_SEV040_W0000,CYL3_SEV040,0.0,4.99,IDLE,0.14999999999999997,2.7755575615628914e-17,0.15,0.15,1132.8046015142402,58.899791600933106,912.702181198567,1180.322651044572,356.42812758989186,207.95157521428493,1.0874467472909828,716.9353613434192,23.695605539880177,0.30129311183149005,22.48604081632653,23.906151638563177,22.56228398885991,15.572437963188063,0.0,47.096731525582285,27.414548745352437,47.096731525582285,19.11514889383599,1.905296335486589,12.041666408637314,20.538067648257485,2.309883677525508,0.12195483092241062,1.8359000056299002,2.397648512695035,1.1372514174984087,15.815135993490845,-22.914695831645087,29.351243428952944,5.907712468946328,13.85775599736782,-1.624663147704765,48.69118334023346,5.886895542375685,13.865356860857458,-1.6243540920287447,48.76447583880426,4.733686274349913,11.063392559463509,-1.3000807730914812,39.01729495618395,6.0268242159427885,13.975691196498124,-1.6246584314048764,48.778122320443416,34.60676736986537,2.9647406395289813,25.142706367884156,37.461833498249966,520.5286476060054,19.74835610596322,506.94883722450686,622.4371080419648,25.276484319255513,0.2453690775415535,24.600233204069863,25.960858435395753,377.6204436393388,2.8848362412166138,365.9189069051079,381.93692128904667,54.764429814610295,0.39071105941898915,53.23177958088253,55.043480438367354,0.0010218286653597302,1.4214727837694602e-05,0.0009671977348320664,0.001032147258231436,5.109143326798651,0.07107363918847302,4.835988674160332,5.16073629115718,322.4270509831249,5.684341886080802e-14,322.42705098312484,322.42705098312484,0.31490708609806495,0.13238038684239328,0.04201265939447586,0.51339340168505,0.34160070212942445,0.51339340168505,CYLINDER,CYLINDER_3,0.4,0.6,True
CYL3_SEV040_W0001,CYL3_SEV040,1.0,5.99,IDLE,0.14999999999999997,2.7755575615628914e-17,0.15,0.15,1160.3663079727176,14.251812279118036,1104.0447253203654,1180.322651044572,360.5935634663204,207.835758205146,1.0874467472909828,717.5780092022113,23.835157711693896,0.06733065778161633,23.554786035909004,23.9070663090224,22.65377870752284,15.68217347447643,0.0,47.09807927558764,27.55220961398536,47.09807927558764,20.018880955446882,0.48152736161626625,18.059746586830453,20.544911572040252,2.3669740511705863,0.028792588956921192,2.2483377546120393,2.398047964998997,0.267923700905375,15.824826727454315,-22.928357534755584,25.66949784070763,5.96939559595762,13.956535647056628,-1.6255366053140714,48.69118334023346,6.0396360536432745,14.045352297536132,-1.624724502279514,48.7652219259709,4.7297333986679515,11.147523555366373,-1.3000807730914812,39.01729495618395,5.906396327608593,13.894461797515767,-1.6246584314048764,48.778122320443416,36.093553799202894,1.0780092133429828,32.10274920725115,37.60261288588672,512.895557689814,1.9477184837573207,506.94883722450686,520.4856017191224,25.38423388240687,0.24590135024777204,24.600233204069863,25.978988052612372,378.8948317615072,1.1447016295407741,375.2603452785504,382.45373181006715,54.946819601487135,0.09094962459289832,54.57112243958964,55.044736099358616,0.0010285045336157416,3.4104501800855418e-06,0.0010144910071569928,0.0010321948179966836,5.142522668078708,0.017052250900427703,5.072455035784964,5.1609740899834184,322.4270509831249,5.684341886080802e-14,322.42705098312484,322.42705098312484,0.3185978386211673,0.13142004278174377,0.04201265939447586,0.51339340168505,0.34463866645928565,0.51339340168505,CYLINDER,CYLINDER_3,0.4,0.6,True
CYL3_SEV040_W0002,CYL3_SEV040,2.0,6.99,IDLE,0.14999999999999997,2.7755575615628914e-17,0.15,0.15,1166.5944817233456,5.836493702429911,1147.137133432913,1180.322651044572,357.9931253260068,207.12043586951833,1.0874467472909828,719.1226572349955,23.865029961232203,0.02430373094747238,23.783297775463122,23.90749714103425,22.684565663269698,15.699274225814396,0.0,47.09807927558764,27.58725666949352,47.09807927558764,20.233330591176408,0.17891017522004538,19.63800197961469,20.548135972075666,2.3797709681066026,0.010533140952755926,2.3445223493131557,2.3982361372030203,0.07146410398668977,15.83805351277235,-22.930806772410918,24.915016354614004,6.02120711325748,14.020430221533278,-1.6255366053140714,48.69118334023346,5.883554213131471,13.895032867271146,-1.624724502279514,48.7652219259709,4.812578330242537,11.222717206828634,-1.3000807730914812,39.02808042803964,5.958956475095243,13.990849328703543,-1.6251185792952036,48.78385673365012,36.59106070614849,0.4507631897647396,35.09506017833398,37.97883781694554,512.5040539611657,1.4956291256743528,506.94883722450686,516.9862649025353,25.48900850604311,0.25567577068755515,24.74990360615226,26.199159177938203,379.1476874124312,1.0184268719223417,376.0240413418514,382.45373181006715,54.98722549733164,0.033168001046099065,54.8761045080063,55.04532759602517,0.0010300209936191078,1.251823894674176e-06,0.0010258368575103494,0.0010322172228084498,5.1501049680955395,0.006259119473370873,5.129184287551747,5.1610861140422495,322.4270509831249,5.684341886080802e-14,322.42705098312484,322.42705098312484,0.3201808897056746,0.13030990045790872,0.049854312482589175,0.5151993194373883,0.3456826178593124,0.5151993194373883,CYLINDER,CYLINDER_3,0.4,0.6,True
CYL3_SEV040_W0003,CYL3_SEV040,3.0,7.99,IDLE,0.14999999999999997,2.7755575615628914e-17,0.15,0.15,1168.0254006922432,5.1365567743954115,1152.2213154073818,1180.9209877724697,358.62354966163815,208.34609084749675,0.9547095680886741,719.1226572349955,23.871412574874274,0.02043636014805623,23.81832293111607,23.90804628916494,22.706799931979575,15.701431855160724,0.0,47.09807927558764,27.606769558447137,47.09807927558764,20.280247910881886,0.15094897873833285,19.890782249853096,20.55224655699545,2.382535315489838,0.008871000666087389,2.3595634422509257,2.398476004710706,0.04401670560785173,15.840479045320023,-22.931029112946344,24.653353840433557,5.877940078870264,13.91231388288091,-1.6255366053140714,48.72474008022508,6.018124038073129,14.0102846781529,-1.624724502279514,48.7652219259709,4.807460945876823,11.208324599908009,-1.3005768802327728,39.03756953578988,5.993561649939744,14.026682313701507,-1.6251185792952036,48.78385673365012,36.75480342459057,0.32272589469458013,35.83783788437088,37.97883781694554,512.4562494236511,1.5034410869467163,506.94883722450686,517.4372147923085,25.591917076577076,0.24466582427065825,24.952360371660482,26.199159177938203,379.18731547570707,1.0314542390194448,376.0240413418514,382.45373181006715,54.99593154506296,0.027923977319310928,54.923568289425724,55.04608157719728,0.0010303494722111854,1.0546858651678746e-06,0.0010276204143480445,0.001032245783275256,5.151747361055929,0.005273429325839379,5.138102071740223,5.16122891637628,322.4270509831249,5.684341886080802e-14,322.42705098312484,322.42705098312484,0.3196365085229615,0.13195059171833776,0.049854312482589175,0.5151993194373883,0.34580118021135886,0.5151993194373883,CYLINDER,CYLINDER_3,0.4,0.6,True
CYL3_SEV040_W0004,CYL3_SEV040,4.0,8.99,IDLE,0.14999999999999997,2.7755575615628914e-17,0.15,0.15,1168.3928693408172,5.029836289737342,1152.2213154073818,1180.9209877724697,360.55410233430024,208.16381366644728,0.9547095680886741,719.1226572349955,23.872818501057132,0.020183911304475666,23.8287415551562,23.90804628916494,22.725010023207172,15.712388162185793,0.0,47.09807927558764,27.627978976285302,47.09807927558764,20.290631306267898,0.14916118216844218,19.9665560720716,20.55224655699545,2.3831455671876367,0.008763528400291029,2.3640535418419,2.398476004710706,0.05123314975164053,15.851149835853576,-22.931029112946344,24.653353840433557,6.01801544645671,14.00190389908053,-1.6257368586223715,48.75580731966984,6.007096222583761,14.031648744059655,-1.624724502279514,48.7652219259709,4.701639540514521,11.129942306772017,-1.3005768802327728,39.03756953578988,5.988081341134663,14.005842741793584,-1.6251185792952036,48.78385673365012,36.79558106982286,0.3209768093973192,35.83783788437088,37.97883781694554,512.493081663781,1.5507937251819384,506.94883722450686,517.4372147923085,25.690463116243155,0.2396057681726073,25.041196649210054,26.4644563974561,379.250734067093,0.995473706666254,376.0240413418514,382.45373181006715,54.9978525088784,0.027584160474911665,54.93772553821555,55.04608157719728,0.0010304220248780937,1.0419685734763925e-06,0.001028153316876747,0.001032245783275256,5.152110124390469,0.0052098428673819685,5.140766584383735,5.16122891637628,322.4270509831249,5.684341886080802e-14,322.42705098312484,322.42705098312484,0.32002260750403017,0.1317305906352545,0.049854312482589175,0.5151993194373883,0.3460742952355629,0.5151993194373883,CYLINDER,CYLINDER_3,0.4,0.6,True
CYL3_SEV040_W0005,CYL3_SEV040,5.0,9.99,IDLE,0.14999999999999997,2.7755575615628914e-17,0.15,0.15,1168.4726871440164,4.936264575685906,1152.2213154073818,1180.9209877724697,360.6743501179345,207.0721877669118,0.9547095680886741,719.1226572349955,23.873216721947546,0.020166144191663946,23.830595413683415,23.90804628916494,22.685831641559286,15.72104931364534,0.0,47.09807927558764,27.60069471573571,47.09807927558764,20.29357600216389,0.14904666560102428,19.980067188693212,20.55224655699545,2.3833185179715515,0.008756274869483669,2.3648532691783846,2.398476004710706,0.008937121423845028,15.859976232975328,-22.931029112946344,24.63625665164745,6.016746164960958,14.018024337315131,-1.6257368586223715,48.75580731966984,5.983139990690615,14.027159260152033,-1.624724502279514,48.77365082364131,4.80764522097527,11.212703798351322,-1.3005768802327728,39.03756953578988,5.86849905900803,13.89752187355088,-1.6251185792952036,48.78385673365012,36.80370263477287,0.32291627774953896,35.83783788437088,37.97883781694554,512.5520854355271,1.5491698513732257,507.92296776021124,517.4372147923085,25.789956636279552,0.2358139272422807,25.043842809772347,26.528555936955563,379.24201849761494,1.0004659518971295,376.0240413418514,382.45373181006715,54.99839685495525,0.02756099831069842,54.940246507768336,55.04608157719728,0.0010304425898222354,1.0411192638622793e-06,0.001028248254222298,0.001032245783275256,5.1522129491111786,0.005205596319311404,5.1412412711114905,5.16122891637628,322.4270509831249,5.684341886080802e-14,322.42705098312484,322.42705098312484,0.3203236651092783,0.13149829783248254,0.049854312482589175,0.5151993194373883,0.3462644260704258,0.5151993194373883,CYLINDER,CYLINDER_3,0.4,0.6,True
CYL3_SEV040_W0006,CYL3_SEV040,6.0,10.99,TAKEOFF,0.1896,0.09454649649775503,0.15,0.546,1234.4615035909758,178.43420101704953,1152.2213154073818,2057.429525658454,359.3325030289656,208.08436068482754,0.9547095680886741,719.1226572349955,30.87072355290479,16.958380245864294,23.830595413683415,97.01777339124135,29.209246053462724,28.66410290903521,0.0,188.95731985283803,40.92445296630718,188.95731985283803,23.042898950931935,7.7602061706484475,19.980067188693212,62.87440269235996,2.5145108028397924,0.3564686622403898,2.3648532691783846,4.195103339599134,3.651836299690997,25.407327664010364,-52.14814408564543,125.62429024721256,7.647879792008662,20.864076469640747,-5.191334624135982,190.98484861088096,7.566438902735965,20.531531015568557,-6.204293320144489,172.62323940046346,6.038364622950154,15.899717414264751,-5.099409145881997,123.10069715869531,7.942150341723002,22.86728425615825,-5.6541907457268605,195.80002792252466,38.166057733911266,3.9067005633653857,35.902186106900096,57.55826377291279,518.2237806108197,15.377998649049736,507.92296776021124,586.5660504474171,25.90500693295105,0.25894592011135303,25.14823988284974,26.730547118196395,381.96762122055634,7.421961283229649,376.0240413418514,415.29175939302553,55.39540967654164,1.071197649545629,54.940246507768336,60.3614626766396,0.0011384973104854436,0.0002821670819544774,0.001028248254222298,0.0024483989838255957,5.692486552427218,1.410835409772387,5.1412412711114905,12.241994919127979,322.31234696176705,0.5792871783865413,319.1449422125901,323.0,0.4031259143353395,0.27954987848017593,0.049854312482589175,1.794911283042797,0.4905697069397831,1.794911283042797,CYLINDER,CYLINDER_3,0.4,0.6,True
CYL3_SEV040_W0007,CYL3_SEV040,7.0,11.99,TAKEOFF,0.30920000000000003,0.24361806172777914,0.15,0.9460000000000001,1529.20443901479,603.1583892100036,1154.3808413034023,3279.391131060105,361.85608525904877,208.04079976722602,0.9547095680886741,716.7153979396794,52.76174676978137,44.459683483888114,23.83087456795718,166.072471879291,50.98681263740986,64.0873909576703,0.0,292.05614573938107,81.89535238756604,292.05614573938107,39.92972567973526,35.45478722650288,19.982102432725753,159.89844252788353,3.111503361312756,1.2227416897561363,2.3649737124906074,6.690026592764435,7.945583596361847,48.25705599659583,-143.72993040691856,168.66542794313943,13.310166725767099,42.70298050952814,-11.054072743394114,299.9309459193359,13.778146400425099,44.38752046894029,-11.024157865094287,300.80849338175244,10.173261941892264,32.36557819764496,-8.850707822524468,241.44826286563855,13.704213792398258,43.68210415219841,-11.002959923032567,303.8591663614929,46.94943811526895,18.34213342963582,35.902186106900096,103.97018027219463,544.9364935491062,55.172277058750446,507.92296776021124,707.6864314882004,26.247046870775055,0.7043955031907234,25.240426832704486,28.745276725475716,393.08484730873244,22.4055361671222,376.37044315083665,444.5747092191103,57.003354545973885,3.246009315274439,54.94062616480101,64.19698098656023,0.0016826348087195814,0.0011274663688184783,0.0010282625528966417,0.005095848202432993,8.413174043597909,5.637331844092392,5.141312764483208,25.479241012164966,321.3728646308667,1.931344165610171,317.0,323.0,0.6593127306391037,0.6345993246250969,0.05855986315897689,2.8906379642021505,0.9151008576093788,2.8906379642021505,CYLINDER,CYLINDER_3,0.4,0.6,True
CYL3_SEV040_W0008,CYL3_SEV040,8.0,12.99,TAKEOFF,0.46920000000000006,0.33287499155088235,0.15,0.95,1894.433144229162,796.6543711433275,1154.3808413034023,3279.391131060105,370.7476540081402,206.71210738230337,2.7099907684032587,716.7153979396794,81.63215103217958,60.35482444121144,23.83087456795718,169.60670498914942,74.15054284523794,72.42585598735285,0.0,292.05614573938107,103.65234015565804,292.05614573938107,62.56140707663136,49.207756353303616,19.982102432725753,159.89844252788353,3.856992460773699,1.6232350380079419,2.3649737124906074,6.690026592764435,7.732143307832876,51.47623333799479,-143.72993040691856,168.66542794313943,19.487737648141103,53.96699733806426,-11.054072743394114,299.9309459193359,19.897124527674947,55.434735050155986,-11.037902381287745,300.80849338175244,14.880858250710828,41.53872819866924,-8.850707822524468,241.44826286563855,19.86639107174451,54.897800041998394,-11.069855619603821,303.8591663614929,62.508843225650345,31.51457865990881,35.902186106900096,119.26324343812215,589.5391706974839,90.11118143248649,507.92296776021124,749.8095915015866,27.177946054296225,1.8092762031006921,25.499494935957287,32.26752728814282,405.70418927220993,28.10054366679611,376.37044315083665,444.5747092191103,58.842962636292896,4.086365583455214,54.94062616480101,64.19698098656023,0.002469212307776398,0.0016494567051356563,0.0010282625528966417,0.005095848202432993,12.346061538881989,8.24728352567828,5.141312764483208,25.479241012164966,320.7020442376167,2.0287313472402735,317.0,323.0,0.7752814960388317,0.6618762566333354,0.05855986315897689,2.8906379642021505,1.0193829394271643,2.8906379642021505,CYLINDER,CYLINDER_3,0.4,0.6,True
CYL3_SEV040_W0009,CYL3_SEV040,9.0,13.99,TAKEOFF,0.6292000000000001,0.3332592984449196,0.15,0.95,2260.8568573901102,799.9277714104486,1156.6906448396417,3279.391131060105,377.113700300644,205.3960007164893,2.7099907684032587,716.7153979396794,110.49828238405127,60.34203343991331,23.83087456795718,169.60670498914942,97.53680927506565,70.90014628162847,0.0,292.05614573938107,120.58300007180468,292.05614573938107,85.26840416902246,50.63912176111869,19.982102432725753,159.89844252788353,4.604411276517685,1.6329400876958369,2.3649737124906074,6.690026592764435,7.663993829525508,51.46146237467236,-143.72993040691856,168.66542794313943,25.62044714090956,62.178766391061465,-11.054072743394114,299.9309459193359,26.066665392814205,63.460040855709494,-11.037902381287745,300.80849338175244,19.829989356285985,48.227069995359265,-8.850707822524468,241.44826286563855,26.003193839485927,62.93041886578667,-11.069855619603821,303.8591663614929,79.10490072717465,35.22160830233222,35.902186106900096,120.43700747840428,637.1281374812012,99.23771930484918,508.7203710908664,755.150739566579,28.740283948157984,3.0204820762875624,25.54327336255208,35.390239566728646,418.3739784035678,27.62667815288599,376.37044315083665,445.3884208059797,60.682703466950194,4.011279917803315,54.94062616480101,64.19698098656023,0.0032570203212418675,0.0017135718271824869,0.0010282625528966417,0.005095848202432993,16.285101606209338,8.567859135912435,5.141312764483208,25.479241012164966,320.0312238443667,1.897738515316117,317.0,323.0,0.8467376208696389,0.636272251173895,0.0745835943382132,2.8906379642021505,1.0591538963766656,2.8906379642021505,CYLINDER,CYLINDER_3,0.4,0.6,True
