timestamp,simulation_time,engine_id,operating_mode,throttle,rpm,crank_angle,mean_torque,instant_torque,load_torque,friction_torque,net_torque,cylinder_1_torque,cylinder_2_torque,cylinder_3_torque,cylinder_4_torque,cht,egt,oil_temperature,oil_pressure,oil_pressure_psi,fuel_flow,fuel_flow_lph,fuel_pressure,vibration,gt_degradation_type,gt_target_component,gt_active_severity,gt_current_health,gt_is_degraded
0.0,0.0,AEROTWIN-4-001,IDLE,0.15,914.5831366894184,54.0,22.48604081632653,38.74303548511851,12.083688540622989,1.8368047810440689,24.822542163451455,-0.20428280949283495,-0.20428280949283495,-1.2395119840377247,40.39111308814191,24.682606798849342,592.4501116642272,25.012636260143164,362.9566075227184,52.72032367557057,0.0009656581234906549,4.828290617453274,322.42705098312484,0.3447949833375979,COOLING,COOLING_SYSTEM,0.0,1.0,False
0.01,0.01,AEROTWIN-4-001,IDLE,0.15,916.5641708351748,108.71111345137565,22.552666824648195,31.434156888591534,12.404038623599908,1.8609932363653938,17.169125028626233,-0.20488809827072246,-0.20488809827072246,-1.4554452540995664,33.29937833923255,24.748005942899283,593.0534885584392,24.968266587204354,364.39544186287384,52.8047794181921,0.0009683369446919065,4.841684723459532,322.42705098312484,0.2043649564817874,COOLING,COOLING_SYSTEM,5.277777777777778e-05,0.9999472222222222,False
0.02,0.02,AEROTWIN-4-001,IDLE,0.15,920.0728625614634,163.91408610378767,22.598460541743993,2.429911973231398,12.628068611964741,1.8777237795517658,-12.07588041828511,-0.2053041283429732,-0.2053041283429732,-0.4266401046424191,3.2671603345597635,24.409086576289273,585.5895645443376,24.751413584514875,363.362755677192,52.8630668357122,0.0009701951982120875,4.850975991060437,322.42705098312484,0.38048276110819146,COOLING,COOLING_SYSTEM,0.00010555555555555555,0.9998944444444444,False
0.03,0.03,AEROTWIN-4-001,IDLE,0.15,918.3331541034333,218.77111026526347,22.566276317676735,28.278135732731634,12.470288253109187,1.8659563750675696,13.941891104554877,-0.9628541958582988,-0.2050117387770416,29.651013406144017,-0.2050117387770416,24.510820758095853,584.6451181997908,24.911280690660845,362.61504148258933,52.82208135344927,0.0009688877420299593,4.844438710149796,322.42705098312484,0.16872557170969749,COOLING,COOLING_SYSTEM,0.00015833333333333332,0.9998416666666666,False
0.04,0.04,AEROTWIN-4-001,IDLE,0.15,932.2246085799343,274.0275401861003,22.603423311994135,39.50787593464959,12.65253790693862,1.8795421233707328,24.975795904340238,-1.5363156387319208,-0.20534921447698173,41.454890002335475,-0.20534921447698173,23.8647408930258,583.5346093348215,24.82945268221045,364.2926885300462,52.86939547825053,0.0009703974234405203,4.851987117202602,322.42705098312484,0.3433012512865528,COOLING,COOLING_SYSTEM,0.0002111111111111111,0.9997888888888888,False
0.05,0.05,AEROTWIN-4-001,IDLE,0.15,929.8087704724871,329.9994739545865,22.669578495067128,7.4858322846477465,12.982329457703313,1.9038799175969894,-7.400377090652556,-0.7723256285660228,-0.20595022586760642,8.670058364948982,-0.20595022586760642,24.736513203477475,579.577202618055,24.879217265667442,365.26494248264163,52.953984483825494,0.0009731090367554929,4.865545183777464,322.42705098312484,0.3107251838548606,COOLING,COOLING_SYSTEM,0.00026388888888888886,0.9997361111111112,False
0.06,0.06,AEROTWIN-4-001,IDLE,0.15,929.6704078658546,385.75940253602283,22.6500288680934,16.87306107121492,12.884169236700657,1.8966685816492246,2.092223252865038,17.955311456934787,-0.6707051457140439,-0.20577262000291235,-0.20577262000291235,24.050851788674247,578.9977218198783,25.04469749056581,364.2544215946886,52.92894326412857,0.0009723046316771477,4.861523158385738,322.42705098312484,0.15831082177025252,COOLING,COOLING_SYSTEM,0.00031666666666666665,0.9996833333333334,False
0.07,0.07,AEROTWIN-4-001,IDLE,0.15,944.408595282247,441.5792688985533,22.655560372911864,43.700819162109134,12.911883173566789,1.8987073594803154,28.89022862906203,45.63949476815673,-1.5270298600118952,-0.20582287301785035,-0.20582287301785035,23.6787588129044,576.7856592518617,24.895375690348345,364.5253527470654,52.93602480704037,0.0009725319711777374,4.862659855888687,322.42705098312484,0.406291065359765,COOLING,COOLING_SYSTEM,0.00036944444444444443,0.9996305555555556,False
0.08,0.08,AEROTWIN-4-001,IDLE,0.15,942.7015057064259,498.22677934589046,22.731581727830193,13.34283811821253,13.297612078509536,1.9268595930354206,-1.8816335533324264,14.787685115763225,-1.0318199629110083,-0.20651351731984288,-0.20651351731984288,24.114854543348546,572.6874012352049,25.17183846138116,366.40448856922046,53.03365487234323,0.0009756776314367613,4.878388157183807,322.42705098312484,0.233982572873629,COOLING,COOLING_SYSTEM,0.0004222222222222222,0.9995777777777778,False
0.09,0.09,AEROTWIN-4-001,IDLE,0.15,942.118040771477,554.8203849626295,22.72665085142141,7.511413807204497,13.272316545813636,1.9250260254323852,-7.685928764041524,-0.20646872093731045,8.320445575710481,-0.20646872093731045,-0.39609432663136296,23.711582749523057,572.9408211734752,25.075752774657907,366.8513077369762,53.02730490929576,0.0009754723882401714,4.877361941200856,322.42705098312484,0.32150884472132035,COOLING,COOLING_SYSTEM,0.000475,0.999525,False
0.1,0.1,AEROTWIN-4-001,IDLE,0.15,956.10231238491,611.1938049394597,22.706480088080806,44.45142765737787,13.169241701202,1.917536432171239,29.36464952400463,-0.20628547212803847,46.32854460509352,-0.20628547212803847,-1.4645460034595752,23.45870048272898,568.5883880672463,25.00383341225687,365.1309447306135,53.00135456910088,0.0009746345549682674,4.873172774841336,322.42705098312484,0.424448792360052,COOLING,COOLING_SYSTEM,0.0005277777777777777,0.9994722222222222,False
0.11,0.11,AEROTWIN-4-001,IDLE,0.15,956.4794636430832,668.408460158593,22.783288062316263,19.1545353525171,13.565211626705127,1.9461509676350388,3.6431727581769353,-0.20698326276608087,20.784945201383394,-0.20698326276608087,-1.2164433233341314,23.71274139839134,566.8557517963851,24.9513681747463,366.49385900099713,53.1003912780405,0.0009778400899991746,4.889200449995873,322.42705098312484,0.14323101856057774,COOLING,COOLING_SYSTEM,0.0005805555555555555,0.9994194444444444,False
0.12,0.12,AEROTWIN-4-001,IDLE,0.15,949.7416979109091,5.7274845892666235,22.79276902898837,1.4838311527748522,13.6147472485518,1.9497010762785758,-14.080617172055524,-0.2070693961376382,-0.2070693961376382,-0.15498688186284498,2.0529568269129737,22.928138349342564,562.6503614274397,24.99563016117586,367.63842752928736,53.11265804489367,0.000978238641234322,4.891193206171609,322.42705098312484,0.4391291279128693,COOLING,COOLING_SYSTEM,0.0006333333333333333,0.9993666666666666,False
0.13,0.13,AEROTWIN-4-001,IDLE,0.15,961.4616647478008,62.64312905149113,22.756066655077717,42.89790160033317,13.423795228097752,1.935980145637377,27.53812622659804,-0.20673595975731815,-0.20673595975731815,-1.3771119725176773,44.68848549236549,22.75747410604104,560.5715081089382,24.777141613353955,365.51585208376156,53.06522300223001,0.0009766993036595805,4.883496518297902,322.42705098312484,0.38808826895421256,COOLING,COOLING_SYSTEM,0.0006861111111111112,0.9993138888888888,False
0.14,0.14,AEROTWIN-4-001,IDLE,0.15,963.4530613612554,120.34768271795693,22.82769824624998,24.336769477975977,13.798509453720834,1.962814815973675,8.575445208281469,-0.20738672361622243,-0.20738672361622243,-1.3422722644938232,26.093815189702244,22.31018003427449,557.50879807788,24.99820354690009,367.1951522823411,53.15793158705458,0.0009797124613452203,4.8985623067261015,322.42705098312484,0.07103630279649835,COOLING,COOLING_SYSTEM,0.0007388888888888889,0.9992611111111112,False
0.15,0.15,AEROTWIN-4-001,IDLE,0.15,956.6312837634221,178.29790479336282,22.849880024832444,0.0,13.916249685676533,1.9711712031605766,-15.88742088883711,-0.20758824224217295,-0.20758824224217295,-0.04624463443433013,0.11162966816355854,22.900507734877657,557.1250201220944,24.701284201837026,367.3180042183168,53.18674939973524,0.000980652930835195,4.903264654175975,322.42705098312484,0.4472801033675057,COOLING,COOLING_SYSTEM,0.0007916666666666665,0.9992083333333334,False
