timestamp,simulation_time,engine_id,operating_mode,throttle,rpm,crank_angle,mean_torque,instant_torque,load_torque,friction_torque,net_torque,cylinder_1_torque,cylinder_2_torque,cylinder_3_torque,cylinder_4_torque,cht,egt,oil_temperature,oil_pressure,oil_pressure_psi,fuel_flow,fuel_flow_lph,fuel_pressure,vibration,gt_degradation_type,gt_target_component,gt_active_severity,gt_current_health,gt_is_degraded
0.0,0.0,AEROTWIN-4-001,IDLE,0.15,910.2207845436822,54.0,22.48604081632653,38.74303548511851,12.222376713340696,1.7982321763248752,24.722426595452944,-0.20428280949283495,-0.20428280949283495,-1.2395119840377247,40.39111308814191,25.245924635400552,607.3991835841246,24.79745946922538,355.10886394247404,51.46609281190962,0.0009658225456771193,4.829112728385597,322.42705098312484,0.3603259089862402,NONE,NONE,0.0,1.0,False
0.01,0.01,AEROTWIN-4-001,IDLE,0.15,922.4716017955377,108.70824535162072,22.552399100097837,31.43554607207244,12.545088155621528,1.8218171685474103,17.0686407479035,-0.20488566602736913,-0.20488566602736913,-1.4554526505441172,33.3007700546713,25.061196183159428,606.5951024599954,24.94799588219241,355.4496191168366,51.54371366752792,0.0009684931920712821,4.842465960356411,322.42705098312484,0.25068724045435314,NONE,NONE,0.0,1.0,False
0.02,0.02,AEROTWIN-4-001,IDLE,0.15,911.0164073141904,163.90547124168137,22.59792686745787,2.4323187647518414,12.770345537843282,1.8381005118403617,-12.176127284931802,-0.20529927998023056,-0.20529927998023056,-0.42685247262507736,3.26976979733738,25.016797828372706,605.9546515486021,24.85765038611359,354.6879731819972,51.59718666240076,0.0009703423654900892,4.851711827450446,322.42705098312484,0.430955787859811,NONE,NONE,0.0,1.0,False
0.03,0.03,AEROTWIN-4-001,IDLE,0.15,918.4090050191447,218.7538767796217,22.56547301452787,28.262841766623243,12.609450456212292,1.826484586267403,13.826906724143548,-0.9624593176939004,-0.20500444087051084,29.635309966058166,-0.20500444087051084,24.923243403031055,600.8714311429658,24.771301949707446,355.41827680650266,51.559050772771315,0.0009690227923339985,4.845113961669993,322.42705098312484,0.17673115604213346,NONE,NONE,0.0,1.0,False
0.04,0.04,AEROTWIN-4-001,IDLE,0.15,930.0524746808409,273.99839401706924,22.602317626009285,39.519008577753155,12.792237419206923,1.8396753418872671,24.887095816658963,-1.536295312304425,-0.2053391694609984,41.46598222897958,-0.2053391694609984,24.728876816817333,597.9750408453186,25.221746218696413,355.0487144573314,51.6023532225887,0.000970521435518759,4.852607177593795,322.42705098312484,0.35509228015233196,NONE,NONE,0.0,1.0,False
0.05,0.05,AEROTWIN-4-001,IDLE,0.15,931.2501671184921,329.95587403183293,22.66824707011907,7.504433118399518,13.124550617079118,1.8634174271963744,-7.483534925875974,-0.7732979080762311,-0.20593813004196776,8.689607286559685,-0.20593813004196776,25.007459608214205,594.3991982396018,24.830907296145675,357.06800422723524,51.680137443443684,0.0009732259331083831,4.866129665541916,322.42705098312484,0.3397014032746202,NONE,NONE,0.0,1.0,False
0.06,0.06,AEROTWIN-4-001,IDLE,0.15,926.9125419100862,385.69896656305093,22.648474478900308,16.817342419033753,13.024176214962965,1.856278196249833,1.9368880078209552,17.898052151260412,-0.6691927350755005,-0.20575849857557868,-0.20575849857557868,24.441799672515714,595.4892155705124,25.040043009125338,355.30450878591483,51.656768726755686,0.000972411740999701,4.862058704998505,322.42705098312484,0.18489804818218425,NONE,NONE,0.0,1.0,False
0.07,0.07,AEROTWIN-4-001,IDLE,0.15,944.221572599481,441.49754684838774,22.653596338159282,43.712817383997624,13.050118154692456,1.8581259715248046,28.804573257780365,45.65100097009529,-1.5265735260718274,-0.20580503001291778,-0.20580503001291778,24.527584922587202,589.9203608046411,24.992879069627534,355.4704537097968,51.66281873788071,0.0009726223920035312,4.863111960017656,322.42705098312484,0.443398113216047,NONE,NONE,0.0,1.0,False
0.08,0.08,AEROTWIN-4-001,IDLE,0.15,940.9796633434022,498.12131737289764,22.72941049907295,13.399644112618192,13.438961696449741,1.8856052981853655,-1.9249228820169144,14.846477322634625,-1.033845626048761,-0.20649379198383536,-0.20649379198383536,24.84499238084175,587.7181210720967,24.83552527532445,356.7629717467662,51.752650710897434,0.0009757615124286868,4.878807562143434,322.42705098312484,0.24991552280545193,NONE,NONE,0.0,1.0,False
0.09,0.09,AEROTWIN-4-001,IDLE,0.15,938.7838632479607,554.6899429188936,22.72436486578075,7.408494105780976,13.412798465752905,1.8837689375422846,-7.888073297514214,-0.20644795304967078,8.214035681299405,-0.20644795304967078,-0.3926456694190872,25.40166006080106,586.4822940022048,24.86958659112085,355.4803117117049,51.74665571378883,0.0009755513623510579,4.877756811755289,322.42705098312484,0.3397699169847568,NONE,NONE,0.0,1.0,False
0.1,0.1,AEROTWIN-4-001,IDLE,0.15,946.6351947885385,611.032591810671,22.703657428599723,44.43349688562052,13.305851361679066,1.8762437803068344,29.25140174363462,-0.20625982862708836,46.308971537659694,-0.20625982862708836,-1.4629549947849958,24.979961197505528,585.5341218450777,24.431978887787604,356.49318796669235,51.72207680292449,0.0009746907501665242,4.8734537508326214,322.42705098312484,0.4730710803598876,NONE,NONE,0.0,1.0,False
0.11,0.11,AEROTWIN-4-001,IDLE,0.15,950.4400150683618,668.2132316348242,22.78019577626764,19.273209521333424,13.704593771145875,1.9041493776784435,3.6644663725091053,-0.20695516974219427,20.906676760291354,-0.20695516974219427,-1.2195568994735433,24.744870857679544,582.4814159146163,25.05378807351926,357.6288913990463,51.813124659404004,0.0009778866212758561,4.889433106379281,322.42705098312484,0.11461085969369778,NONE,NONE,0.0,1.0,False
0.12,0.12,AEROTWIN-4-001,IDLE,0.15,948.4750558274953,5.498850687633649,22.789735623957174,1.3687538711931548,13.754961110733602,1.907645248545394,-14.293852488085841,-0.20704183804027618,-0.20704183804027618,-0.14879960081270793,1.9316371480864152,24.58137650875286,579.6858634048522,24.926553540779075,357.1894626122816,51.82451179119085,0.0009782878391361653,4.891439195680826,322.42705098312484,0.47230570718076725,NONE,NONE,0.0,1.0,False
0.13,0.13,AEROTWIN-4-001,IDLE,0.15,957.2735090582314,62.37498103016816,22.752462808172755,42.8066779905026,13.55901768645477,1.8940090304961685,27.353651273551662,-0.20670321926837473,-0.20670321926837473,-1.3735447373727554,44.59362916641211,24.84083620127734,574.9665698730097,25.00221150915653,357.2869146347413,51.78007072334811,0.0009767238961006142,4.883619480503071,322.42705098312484,0.42422305858146536,NONE,NONE,0.0,1.0,False
0.14,0.14,AEROTWIN-4-001,IDLE,0.15,966.9878165464853,120.03473575882626,22.823646907703715,24.535629896487237,13.935216710369282,1.9201041894828397,8.680308996635114,-0.20734991772285963,-0.20734991772285963,-1.346305574493148,26.296635306426104,24.913221841689776,572.5668025850198,25.242708388053895,360.2224589800855,51.86506054017222,0.0009797192734585204,4.898596367292602,322.42705098312484,0.08919374809219369,NONE,NONE,0.0,1.0,False
0.15,0.15,AEROTWIN-4-001,IDLE,0.15,960.0126245434395,177.94316302267265,22.84611048048085,0.0,14.055674322285213,1.9283851330780974,-15.984059455363312,-0.20755399641308545,-0.20755399641308545,-0.05586969732785984,0.1482777717564191,25.481063806348082,573.8902284978908,24.982946557568415,358.17217865608615,51.89198250166642,0.0009806720059037277,4.903360029518638,322.42705098312484,0.47566791655050267,NONE,NONE,0.0,1.0,False
0.16,0.16,AEROTWIN-4-001,IDLE,0.15,967.5616979271421,235.3936807133798,22.804698771076843,40.020023014599516,13.834263347429474,1.9131364714435384,24.272623195726503,-1.2789193957801654,-0.20717777632116025,41.713297963022,-0.20717777632116025,25.017056372648447,572.1845207365069,24.97648069566806,357.4415008308575,51.84238997970245,0.0009789184429667382,4.894592214833692,322.42705098312484,0.3810175252490997,NONE,NONE,0.0,1.0,False
0.17,0.17,AEROTWIN-4-001,IDLE,0.15,976.6873148023595,293.5395578375002,22.867503727691172,28.804991103021578,14.171179463865675,1.9362923549115887,12.697519284244315,-1.4284535966784015,-0.20774835133221048,30.6489414023644,-0.20774835133221048,24.91208051395172,567.8246125187852,25.01092028370987,357.8740224287054,51.91766789337246,0.0009815827162588749,4.907913581294375,322.42705098312484,0.15374097144003435,NONE,NONE,0.0,1.0,False
0.18,0.18,AEROTWIN-4-001,IDLE,0.15,964.4503081154941,352.04919209425714,22.90016962098006,0.5026786734096905,14.349042182100106,1.9484056841759365,-15.794769192866353,-0.21583043747386255,-0.2080451168015145,1.134599344486582,-0.2080451168015145,24.788747534873732,568.3435405327322,25.163597224421753,358.25465218849894,51.956975543973044,0.0009829796978420328,4.914898489210164,322.42705098312484,0.45718409727790366,NONE,NONE,0.0,1.0,False
0.19,0.19,AEROTWIN-4-001,IDLE,0.15,975.0161643233582,410.1063395444469,22.85951601551209,37.0973015870158,14.12796247907031,1.9333376038994232,21.036001504046062,38.707675876832546,-1.1950227218426617,-0.2076757839870432,-0.2076757839870432,25.36316530766452,566.78076669639,25.02322868395739,357.3842879598119,51.90807229942375,0.0009812422931595804,4.906211465797902,322.42705098312484,0.3272094191543394,NONE,NONE,0.0,1.0,False
0.2,0.2,AEROTWIN-4-001,IDLE,0.15,985.7830705038882,468.766124046643,22.913615526276605,31.902897894946058,14.42278308783061,1.9534057768172637,15.526709030298186,33.79749010711996,-1.4782576699055507,-0.20816727113417755,-0.20816727113417755,24.897982294105642,563.2182318492963,25.12146188231057,358.1228984032909,51.97318653899845,0.0009835569819728128,4.917784909864064,322.42705098312484,0.22084750996249522,NONE,NONE,0.0,1.0,False
0.21,0.21,AEROTWIN-4-001,IDLE,0.15,973.7871567720903,527.8707159974209,22.953318267215717,1.4102738234444547,14.642343548669926,1.9682181298970582,-15.20028785512253,2.155946289410043,-0.32861653503394145,-0.2085279654658235,-0.2085279654658235,24.682817481491444,559.2823134679794,25.124102242290295,356.61711650715085,52.02116164735184,0.0009852693276969538,4.926346638484769,322.42705098312484,0.4666286806298176,NONE,NONE,0.0,1.0,False
0.22,0.22,AEROTWIN-4-001,IDLE,0.15,980.8038976468288,586.5398517774577,22.914452199592468,34.7828948986105,14.427381884206454,1.9537171799413893,18.401795834462657,-0.20817487220441436,36.332527273323635,-0.20817487220441436,-1.1332826303043042,24.575999606444796,559.7773133071498,24.791521302160728,358.83213976929505,51.97419587647461,0.0009835929473102731,4.917964736551366,322.42705098312484,0.2998919838126338,NONE,NONE,0.0,1.0,False
0.23,0.23,AEROTWIN-4-001,IDLE,0.15,993.4376138000122,645.7361601758824,22.961480616257642,33.83431712026851,14.687821764754725,1.9712723422536642,17.175223013260123,-0.20860211936458967,35.757400410901944,-0.20860211936458967,-1.5058790519042549,24.839985859348605,560.1264121857396,24.572201762339525,358.6498319145107,52.03104481309009,0.0009856228073992527,4.928114036996264,322.42705098312484,0.2676737846151227,NONE,NONE,0.0,1.0,False
0.24,0.24,AEROTWIN-4-001,IDLE,0.15,988.8961336657186,705.4245024697351,23.005128726057638,2.0470949804652157,14.933003973623249,1.9876573641536806,-14.873566357311713,-0.20899865686853836,2.859559748456875,-0.20899865686853836,-0.3944674542545828,24.53723656532125,555.5030424444393,25.232635507789947,358.4421532710185,52.08401318383293,0.0009875214743228073,4.937607371614036,322.42705098312484,0.45751877707446775,NONE,NONE,0.0,1.0,False
0.25,0.25,AEROTWIN-4-001,IDLE,0.15,996.3429049793398,44.686748474296905,22.96734367340245,33.50804460067604,14.720560941168822,1.9734681038274682,16.81401555567975,-0.20865538449007537,-0.20865538449007537,-1.100495896488164,35.02585126614435,24.478301158930453,557.1873271728379,24.940744618813504,359.282601863509,52.03814821435668,0.0009858770193117675,4.929385096558837,322.42705098312484,0.2515231139147048,NONE,NONE,0.0,1.0,False
0.26,0.26,AEROTWIN-4-001,IDLE,0.15,1005.3266526642219,104.43068054286258,23.01004515994595,34.68839330142509,14.960832150961878,1.9895085367752288,17.73805261368798,-0.20904332204261653,-0.20904332204261653,-1.5183598114111296,36.62483975692145,24.83318700266031,553.2601326151861,24.86036991502149,359.42707960153336,52.089992025188415,0.0009877362320244044,4.938681160122022,322.42705098312484,0.29094826988696454,NONE,NONE,0.0,1.0,False
0.27,0.27,AEROTWIN-4-001,IDLE,0.15,995.1683071727847,164.68277038720092,23.0548469988692,2.258120178858376,15.216416096213084,2.006430493498267,-14.964726410852975,-0.2094503410283262,-0.2094503410283262,-0.41496787506172966,3.091988735976758,24.176541661070754,554.3922856769259,24.873952037265244,359.37464159632765,52.14459445508606,0.0009897016826212707,4.948508413106353,322.42705098312484,0.4450246672738097,NONE,NONE,0.0,1.0,False
0.28,0.28,AEROTWIN-4-001,IDLE,0.15,1004.6726816900238,224.50615239908433,23.017066564028713,33.444712603485485,15.000649671322925,1.9921542672285837,16.451908664933974,-1.0993584406505665,-0.2091071106021201,34.96228526534029,-0.2091071106021201,25.147863668797772,554.4469283767892,25.12299943032022,359.9384242889295,52.09853516585596,0.0009880432543899406,4.940216271949703,322.42705098312484,0.2446359769818756,NONE,NONE,0.0,1.0,False
0.29,0.29,AEROTWIN-4-001,IDLE,0.15,1010.6464659333934,284.80084687668545,23.05859175239171,34.54078406851047,15.23794295225889,2.0078492531722247,17.294991863079353,-1.519001920548683,-0.20948436163589715,36.47875471233095,-0.20948436163589715,24.58336439473976,551.1971932178735,24.633250118441726,358.28371760079165,52.14916820232331,0.0009898666565388951,4.949333282694476,322.42705098312484,0.2831242397475643,NONE,NONE,0.0,1.0,False
0.3,0.3,AEROTWIN-4-001,IDLE,0.15,1009.0251667934984,345.59100637452036,23.102010297589356,2.0101323191118317,15.489404142422178,2.02434853357274,-15.503620356883085,-0.3916998536454463,-0.2098788135747474,2.8215897999067727,-0.2098788135747474,24.505560906511484,552.3591742937913,24.717438579204707,361.20775578963213,52.20231067743425,0.0009917873151918716,4.958936575959358,322.42705098312484,0.452662855525225,NONE,NONE,0.0,1.0,False
0.31,0.31,AEROTWIN-4-001,IDLE,0.15,1017.0050319946087,405.937019865544,23.063100099452225,34.57324811237428,15.263893129083534,2.0095582068980327,17.299796776392714,36.12149741546439,-1.1291986643036,-0.20952531939325486,-0.20952531939325486,24.68372741480571,547.6317664391966,25.242553829461972,359.9627738917764,52.15467660878527,0.0009900654127329442,4.950327063664721,322.42705098312484,0.2676979135357556,NONE,NONE,0.0,1.0,False
