run_id,timestamp_s,fault_class,fault_name,fault_severity,altitude_ft,ambient_temperature_c,ambient_pressure_kpa,humidity_pct,throttle,engine_load,injection_command,injection_timing,rpm,cht,egt,oil_pressure,oil_temperature,fuel_flow,battery_voltage,alternator_current,injection_timing_deg,vibration_rms,vibration_std,vibration_kurtosis,vibration_crest_factor,vibration_peak_frequency,vibration_1x,vibration_2x,vibration_3x,rpm_residual,cht_residual,egt_residual,oil_pressure_residual,oil_temperature_residual,fuel_flow_residual,vibration_residual,rpm_z,cht_z,egt_z,oil_pressure_z,oil_temperature_z,fuel_flow_z,vibration_z
91,0.99,0,NORMAL,0.0,8008.25,7.99175,75.23861391551395,50.0,0.6557701543886371,48.69404141461993,0.6729816466692052,25.934620926331824,2612.882509419158,47.319818903550086,624.6784287444748,4.25696818422017,23.910626660911788,16.414965057651177,13.980198793753047,31.394253859715928,25.934620926331824,1.1572900950142082,0.28932252375355205,3.0,3.5,43.54804182365263,0.694374057008525,0.23145801900284166,0.09258320760113666,1638.8057876677601,22.186971059185055,39.98533771614018,0.7056134063551256,-1.080624778699022,8.80343682634059,-0.1634061933066644,54.626859588925335,11.093485529592527,4.998167214517522,8.82016757943907,-0.9005206489158517,14.672394710567652,-1.3617182775555368
91,1.99,0,NORMAL,0.0,8016.583333333333,7.983416666666667,75.21463910721936,50.0,0.6548544431533286,48.610550811287155,0.6721117209956622,25.929126658919973,2779.014801130131,50.50313000164443,629.0930111726128,4.321190111890214,22.406123071359012,17.15857547519859,13.99165619318139,31.371361078833218,25.929126658919973,1.5275394699941534,0.38188486749853834,3.0,3.5,46.316913352168854,0.9165236819964919,0.3055078939988307,0.12220315759953228,1751.23694319372,25.220127069633424,43.985860318833375,0.7349305315641885,-2.575998397158621,9.18437363106434,0.950179841655084,58.374564773124,12.610063534816712,5.498232539854172,9.186631644552357,-2.1466653309655177,15.307289385107232,7.9181653471257
91,2.99,0,NORMAL,0.0,8024.916666666667,7.975083333333333,75.19067048534995,50.0,0.6432650844082273,47.735043667870556,0.6611018301878159,25.859590506449365,2641.794612259009,50.940925849351125,630.408802365061,4.272331184331753,20.69404447849262,16.360813256990987,13.982192731879932,31.08162711020568,25.859590506449365,0.8345986361411935,0.20864965903529836,3.0,3.5,44.02991020431682,0.500759181684716,0.1669197272282387,0.06676789089129548,1622.436447992568,25.505532734660008,44.95025924066533,0.6611001850538565,-4.278557425486849,8.190646716848928,-0.9803115634138502,54.0812149330856,12.752766367330004,5.6187824050831665,8.263752313173207,-3.565464521239041,13.65107786141488,-8.169263028448752
91,3.99,0,NORMAL,0.0,8033.25,7.96675,75.16670804868438,50.0,0.6681209714455542,49.5637345194684,0.6847149228732765,26.008725828673324,2733.287002777647,51.71472784341288,628.8554639985564,4.322193418811544,19.78735721840549,17.568671012230496,13.988502551915701,31.703024286138852,26.008725828673324,1.7690789198617363,0.44226972996543407,3.0,3.5,45.55478337962745,1.0614473519170418,0.35381578397234725,0.1415263135889389,1636.3069713159764,26.10801179059347,42.89635858471161,0.7148600529724911,-5.176044185909426,9.280976038211112,0.3311619628215452,54.54356571053255,13.054005895296735,5.362044823088951,8.935750662156138,-4.313370154924522,15.46829339701852,2.759683023512877
91,4.99,0,NORMAL,0.0,8041.583333333333,7.9584166666666665,75.14275179600152,50.0,0.6458890224118734,47.89921391449047,0.6635945712912797,25.87533413447124,2774.547586586142,50.80299372077031,628.5786694164547,4.316103491094663,18.312286938755268,16.920595063139764,13.991348109419734,31.147225560296835,25.87533413447124,1.7819935691254052,0.4454983922813513,3.0,3.5,46.2424597764357,1.0691961414752431,0.35639871382508104,0.14255948553003242,1636.8824435043011,25.026429084409536,42.242756924603555,0.6730737434000962,-6.641291407119528,8.383840108853937,1.6350265469412169,54.562748116810035,12.513214542204768,5.280344615575444,8.413421792501202,-5.53440950593294,13.973066848089895,13.62522122451014
91,5.99,0,NORMAL,0.0,8049.916666666667,7.950083333333334,75.11880172608039,50.0,0.6371889195712686,47.238951997364424,0.6553294735927051,25.82313351742761,2618.8013511911054,51.168839993753956,627.964847114369,4.276473932574542,17.251330027869145,16.292449160673918,13.980606989737318,30.929722989281714,25.82313351742761,0.5420135789863043,0.13550339474657608,3.0,3.5,43.64668918651842,0.32520814739178255,0.10840271579726087,0.04336108631890435,1484.131873946479,25.222182270386018,41.30066191351716,0.6149373008416719,-7.692124415917007,7.611674655057106,-1.0308482519718087,49.47106246488263,12.611091135193009,5.162582739189645,7.686716260520898,-6.41010367993084,12.686124425095178,-8.590402099765074
91,6.99,0,NORMAL,0.0,8058.25,7.94175,75.09485783770013,50.0,0.6312197296384479,46.78150097364989,0.6496587431565255,25.787318377830687,2793.511207076756,51.54014266190209,630.4387069506357,4.322193418811544,16.17987078531282,16.806421163328512,13.992655945315638,30.780493240961196,25.787318377830687,1.0294552966713408,0.2573638241678352,3.0,3.5,46.55852011794593,0.6176731780028045,0.20589105933426818,0.08235642373370727,1576.2051089630752,25.43230309732493,43.494539449858735,0.6620148900131215,-8.753404181467026,8.184514246849691,-0.7273247799919969,52.540170298769176,12.716151548662465,5.436817431232342,8.27518612516402,-7.294503484555856,13.640857078082819,-6.061039833266641
91,7.99,0,NORMAL,0.0,8066.583333333333,7.933416666666667,75.07092012964019,50.0,0.6504280193103132,48.189716148753604,0.6679066183447976,25.90256811586188,2631.1813626405924,50.38907134552725,631.1478474296193,4.273351363217171,15.323532579149958,16.51063485526227,13.981460783630386,31.26070048275783,25.90256811586188,0.41292831795931445,0.10323207948982861,3.0,3.5,43.85302271067654,0.24775699077558866,0.0825856635918629,0.033034265436745154,1409.8681711555987,24.078929720485455,43.770427608890145,0.5759644177486196,-9.599423966749722,7.318093087878372,-0.9143341451526146,46.99560570518663,12.039464860242727,5.471303451111268,7.199555221857745,-7.999519972291435,12.19682181313062,-7.6194512096051215
91,8.99,0,NORMAL,0.0,8074.916666666667,7.925083333333333,75.04698860067995,50.0,0.6499239073431579,48.13701659579703,0.6674277119759999,25.89954344405895,2789.7488897586495,51.38182295157827,631.2203183610087,4.322193418811544,14.462590207533035,17.28974148702516,13.99239647515577,31.248097683578948,25.89954344405895,0.479541476827165,0.11988536920679126,3.0,3.5,46.495814829310824,0.287724886096299,0.09590829536543301,0.038363318146173206,1509.2835705929733,24.871298927336333,43.42203693038198,0.623015313038255,-10.45002753864967,8.08023550711892,-0.3832957055954774,50.30945235309911,12.435649463668167,5.427754616297747,7.787691412978187,-8.708356282208058,13.467059178531533,-3.1941308799623114
91,9.99,0,NORMAL,0.0,8083.25,7.91675,75.02306324959916,50.0,0.6458970959255075,47.82351707905429,0.6636022411292322,25.875382575553044,2641.3021227444115,51.640848650138715,634.7878923706147,4.272630404970993,14.016312513788748,16.414938028705777,13.982158767085823,31.147427398137687,25.875382575553044,0.7935299697489201,0.19838249243723002,3.0,3.5,44.02170204574019,0.47611798184935206,0.15870599394978402,0.06348239757991361,1320.9656904735755,24.920224721337963,46.580094232689476,0.5471457392427053,-10.885644399615888,6.928313953884748,0.610561460998118,44.03218968245252,12.460112360668981,5.8225117790861844,6.839321740533816,-9.07137033301324,11.547189923141248,5.088012174984317
