timestamp,simulation_time,engine_id,operating_mode,throttle,rpm,crank_angle,mean_torque,instant_torque,load_torque,friction_torque,net_torque,cylinder_1_torque,cylinder_2_torque,cylinder_3_torque,cylinder_4_torque,cht,egt,oil_temperature,oil_pressure,oil_pressure_psi,fuel_flow,fuel_flow_lph,fuel_pressure,vibration
1788199855.4196131,0.0,AEROTWIN-4-001,IDLE,0.15,911.720202809392,54.0,22.48604081632653,38.74303548511851,12.311344529918863,1.8849555921538759,24.546735363045773,-0.20428280949283495,-0.20428280949283495,-1.2395119840377247,40.39111308814191,25.07229836145782,617.1107142857143,24.999579506279403,367.3392958486187,53.278156791291956,0.0009648312881527473,4.824156440763737,322.42705098312484,0.34441577405079843
1788199855.4196718,0.01,AEROTWIN-4-001,IDLE,0.15,919.7866852581626,108.70321216856351,22.551929255025392,31.43798367767902,12.634080015916153,1.9095023275169214,16.894401334245945,-0.20488139754488222,-0.20488139754488222,-1.4554656189592086,33.30321209172799,25.144998716542478,614.2986836583468,24.99916222714526,367.94212302093996,53.36558963871109,0.0009674670721207087,4.837335360603544,322.42705098312484,0.21568432457861159
1788199855.419708,0.02,AEROTWIN-4-001,IDLE,0.15,913.8907111511512,163.89041328405327,22.59699583723367,2.43652753204661,12.858630096757178,1.9263967288511674,-12.348499293561733,-0.20529082168953028,-0.20529082168953028,-0.4272236568854199,3.2743328323110905,25.217743880749786,611.5604108605702,24.998747254674214,368.356120799028,53.42563504844943,0.0009692863622438738,4.846431811219369,322.42705098312484,0.4131674714188739
1788199855.419738,0.03,AEROTWIN-4-001,IDLE,0.15,920.3975271279221,218.72385595312232,22.564078219973208,28.23619860935717,12.694306865876573,1.9140482295576056,13.627843513922992,-0.9617714856926602,-0.20499176934008806,29.607953633730006,-0.20499176934008806,25.289218563447868,608.8880680366922,24.998330859761708,368.0535922584802,53.38175691398545,0.0009679561876554297,4.839780938277149,322.42705098312484,0.1594889994500768
1788199855.4197674,0.04,AEROTWIN-4-001,IDLE,0.15,932.2075952274379,273.94770758079767,22.600399199856536,39.53833978255652,12.875714922929404,1.9276760730715286,24.734948786555588,-1.5362593039547827,-0.2053217408043714,41.48524256812004,-0.2053217408043714,25.36059463442855,606.2853224188297,24.99791636220934,368.38744151859504,53.43017774297399,0.0009694243008088881,4.84712150404444,322.42705098312484,0.35678700029451327
1788199855.419795,0.05,AEROTWIN-4-001,IDLE,0.15,928.5674518115385,329.88016329444395,22.66594144258035,7.536776465605338,13.208263986015696,1.9524110218580841,-7.623898542268442,-0.774985129478504,-0.20591718371019238,8.723595962504227,-0.20591718371019238,25.432359112212716,603.7527068991707,24.99750524371725,368.9921857399031,53.517888635344065,0.0009720959095849927,4.860479547924964,322.42705098312484,0.32540133812481437
1788199855.4198213,0.06,AEROTWIN-4-001,IDLE,0.15,929.3651596357652,385.59421040313623,22.645792206062744,16.72081493264392,13.105312449126995,1.9447871233158156,1.670715360201108,17.798853472846705,-0.6665702792640708,-0.20573413046935846,-0.20573413046935846,25.503070877361225,601.2818467060392,24.99709327796713,368.8059534524486,53.49087787683624,0.0009712715086430308,4.856357543215154,322.42705098312484,0.1642451126427532
1788199855.419847,0.07,AEROTWIN-4-001,IDLE,0.15,943.0487893538547,441.3561199812821,22.650211745457526,43.73322388118547,13.127838977980572,1.9464578386760167,28.658927064528875,45.67055000785907,-1.525777563832779,-0.20577428142041312,-0.20577428142041312,25.573151394401528,598.8730998925179,24.996681686357924,368.8467772174007,53.49679887405736,0.0009714520974429565,4.857260487214782,322.42705098312484,0.4295288707419101
1788199855.4198725,0.08,AEROTWIN-4-001,IDLE,0.15,942.096555814682,497.9390473425134,22.725673733683106,13.498027320704528,13.517263815742046,1.9751167657405455,-1.9943532607780634,14.948285092385934,-1.0373380837865471,-0.20645984394742964,-0.20645984394742964,25.643782500462294,596.5304361620708,24.996274064680602,369.5459701972491,53.59820842546862,0.0009745561191272386,4.872780595636193,322.42705098312484,0.2223737022569427
1788199855.4198983,0.09,AEROTWIN-4-001,IDLE,0.15,938.166380237605,554.4648406913943,22.720443766992922,7.231761701597502,13.489979769292873,1.9731224124797675,-8.231340480175138,-0.2064123303678826,8.031277969094171,-0.2064123303678826,-0.38669160676090386,25.713614984153104,594.2459309247968,24.995866329440815,369.49737988367616,53.59116098356862,0.0009743397320705444,4.871698660352722,322.42705098312484,0.33191984537476127
1788199855.4199238,0.1,AEROTWIN-4-001,IDLE,0.15,952.0407674189055,610.7548235056506,22.69882416932945,44.401000977736274,13.377661344514145,1.9648910719995922,29.058448561222537,-0.2062159190837942,46.27362212547873,-0.2062159190837942,-1.4601893095748704,25.7823892979346,592.0168539574929,24.995457644307212,369.2967278791368,53.56205881813425,0.0009734472326035711,4.867236163017855,322.42705098312484,0.44056551647783126
1788199855.41995,0.11,AEROTWIN-4-001,IDLE,0.15,953.8110271315344,667.877269550785,22.7749028431156,19.477839995392262,13.776267202737397,1.9939495205608149,3.7076232720940503,-0.20690708412038167,21.11653539499817,-0.20690708412038167,-1.2248812313651447,25.85172008443908,589.8494500803065,24.99505305424132,370.00432825832667,53.664687761931184,0.0009766022479077482,4.883011239538741,322.42705098312484,0.11879715031876144
1788199855.4199758,0.12,AEROTWIN-4-001,IDLE,0.15,946.8168868081035,5.105931178676997,22.78456103346017,1.1767109378110496,13.82754703282256,1.997657143832909,-14.648493238844418,-0.20699482754637302,-0.20699482754637302,-0.13816501900349062,1.7288656119072863,25.920505357910535,587.7369899827838,24.994649129846877,370.09446344595887,53.677760789274984,0.0009770056599017337,4.885028299508669,322.42705098312484,0.4392772396388928
1788199855.4200006,0.13,AEROTWIN-4-001,IDLE,0.15,959.7262231793475,61.91494438716321,22.746337949791297,42.645759785040376,13.625500263366542,1.9830086505940645,27.03725087107977,-0.20664757571208442,-0.20664757571208442,-1.3673606962400071,44.426415632704554,25.98796910664652,585.6743438989892,24.99424335335574,369.7381515293557,53.6260820215147,0.0009754129413702253,4.877064706851127,322.42705098312484,0.4092169704900628
1788199855.4200354,0.14,AEROTWIN-4-001,IDLE,0.15,963.9598367828189,119.49851777792406,22.816753025034668,24.876491380579708,13.999585882579,2.010045901465144,8.866859596535564,-0.20728728767911603,-0.20728728767911603,-1.3531223404811497,26.644188296419088,26.055892730413966,583.6687965400199,24.993841459058554,370.39540150546696,53.72140824354992,0.0009783550257327742,4.8917751286638715,322.42705098312484,0.09732388355009651
1788199855.420063,0.15,AEROTWIN-4-001,IDLE,0.15,956.252464369872,177.3361079848932,22.839717659334585,0.0,14.123370272934716,2.01891276106168,-16.142283033996396,-0.20749591844929394,-0.20749591844929394,-0.07232831168331871,0.21853659777652398,26.123495679127775,581.7152022708549,24.99344096201007,370.6105605732397,53.75261448442154,0.0009793221011612971,4.8966105058064855,322.42705098312484,0.46107324557219637
1788199855.420088,0.16,AEROTWIN-4-001,IDLE,0.15,967.5953933607245,234.7112558470855,22.79786290601597,39.6577708245024,13.898425421239253,2.0027704780276836,23.756574925235462,-1.2679379643796838,-0.2071156733599784,41.33994013560204,-0.2071156733599784,26.189730217259086,579.8071446988134,24.993038365430408,370.2187176877059,53.69578237598949,0.0009775623375177993,4.8878116875889965,322.42705098312484,0.35624535317286093
1788199855.420113,0.17,AEROTWIN-4-001,IDLE,0.15,973.8193424877007,292.766979448729,22.859387773509855,29.29203884288897,14.230103220852898,2.026527052952919,13.035408569083152,-1.4362044546646582,-0.2076746189248286,31.143592535403286,-0.2076746189248286,26.25627784245217,577.9516498213549,24.992639254823523,370.7951746167192,53.779390536059715,0.0009801534300881735,4.900767150440868,322.42705098312484,0.17403556732947612
1788199855.420138,0.18,AEROTWIN-4-001,IDLE,0.15,966.2825471739995,351.19613999799105,22.892954136630454,0.6682943631343616,14.41375909436817,2.039562461522002,-15.785027192755813,-0.23873830656212297,-0.2079795650475695,1.3229917997916236,-0.2079795650475695,26.322681711918896,576.1452097226014,24.992242156310745,371.11090599085884,53.82518358310219,0.0009815784829071746,4.9078924145358735,322.42705098312484,0.450543678017445
1788199855.4201634,0.19,AEROTWIN-4-001,IDLE,0.15,975.9605499717778,409.17309282843104,22.852290019410088,36.48485332926544,14.191514234321426,2.0237774343292463,20.26956166061477,38.078294523260645,-1.1782209205248633,-0.20761013673516998,-0.20761013673516998,26.387748712463896,574.3807005711824,24.991842966306823,370.7285241439166,53.769723684785376,0.0009798531344712262,4.899265672356131,322.42705098312484,0.3000029431588736
1788199855.420196,0.2,AEROTWIN-4-001,IDLE,0.15,983.6056960448901,467.73072582673774,22.904470294103326,32.53321743068639,14.477213942089582,2.044046995989861,16.01195649260695,34.43588457265622,-1.486498766234486,-0.20808418786767097,-0.20808418786767097,26.452977519227858,572.6644518640336,24.991446823296794,371.2194327533438,53.84092408767948,0.0009820692754976702,4.910346377488351,322.42705098312484,0.230166327891443
1788199855.4202237,0.21,AEROTWIN-4-001,IDLE,0.15,976.4084942929844,526.7470675894311,22.94545662061567,1.6911904582470134,14.70491560589146,2.0600589524824677,-15.073784100126915,2.466518840189961,-0.35841529512225956,-0.20845654341034403,-0.20845654341034403,26.51818503584484,570.9943858657377,24.991053154777276,371.60653817464794,53.89706908377459,0.000983823862950379,4.919119314751895,322.42705098312484,0.43379635374298553
1788199855.4202485,0.22,AEROTWIN-4-001,IDLE,0.15,984.6983196723286,585.3315772470102,22.906877449202323,33.89766127687716,14.490506434301496,2.044985168382341,17.362169674193325,-0.20810605656436704,35.423890845439715,-0.20810605656436704,-1.110017455433822,26.582101172523014,569.3629870023627,24.99065745648961,371.2421307143136,53.844216154542615,0.0009821719847016637,4.910859923508319,322.42705098312484,0.2540126787932177
1788199855.4202738,0.23,AEROTWIN-4-001,IDLE,0.15,993.201997820403,644.4134764273499,22.9512974416389,34.61001242447527,14.737603220763443,2.0623473380565343,17.810061865655296,-0.20850960652350461,36.541631825231256,-0.20850960652350461,-1.514600187708975,26.646055845508133,567.7759258928775,24.99026443356148,371.66181299613913,53.90508603333403,0.000984074905714419,4.920374528572095,322.42705098312484,0.26590054216819375
1788199855.4202986,0.24,AEROTWIN-4-001,IDLE,0.15,986.2179939868092,704.0055962965741,22.996611531555562,2.446138887030693,14.993244911282863,2.0801573999221894,-14.627263424174359,-0.20892127924407825,3.2957331435714505,-0.20892127924407825,-0.431751698052601,26.710060327164705,566.2321857446215,24.989874188119238,372.0915882909075,53.967419782536645,0.0009860311119741715,4.930155559870858,322.42705098312484,0.42171225342377017
1788199855.4203238,0.25,AEROTWIN-4-001,IDLE,0.15,993.6176581588421,43.178675935782735,22.95941414095075,32.34647762842623,14.783127090667929,2.065530136498015,15.497820401260284,-0.2085833457003022,-0.2085833457003022,-1.0704639469627508,33.834108266789585,26.77280772322834,564.7240459555717,24.989481940663495,371.73867152863005,53.916233441169446,0.0009844241848729486,4.9221209243647435,322.42705098312484,0.2261833163164948
1788199855.4203577,0.26,AEROTWIN-4-001,IDLE,0.15,1002.4705582994701,102.79573542531325,22.998819950047807,35.62829569678512,15.005797043378427,2.081027956899275,18.541470696507417,-0.20894134244407936,-0.20894134244407936,-1.5281434504524014,37.57432183212568,26.835516109261828,563.2567809458933,24.98909213565674,372.1125768241467,53.97046391742059,0.0009861268394678866,4.930634197339433,322.42705098312484,0.2831049200651079
1788199855.4203844,0.27,AEROTWIN-4-001,IDLE,0.15,995.4959375559575,162.94396892328146,23.045711048064174,2.7663424235195975,15.274384522186768,2.0995694275957826,-14.607611526262954,-0.20936734208186497,-0.20936734208186497,-0.460566426914685,3.6456435345980123,26.89830093137934,561.8299916615172,24.98870525919994,372.5591834401404,54.03523884779108,0.0009881680513755852,4.940840256877926,322.42705098312484,0.4171944270959454
1788199855.42041,0.28,AEROTWIN-4-001,IDLE,0.15,1002.5975670692343,222.6737251766389,23.008791719471873,32.02116279621864,15.062582908531306,2.0849618160695194,14.873618071617816,-1.062649239328747,-0.20903193469596587,33.50187590493932,-0.20903193469596587,26.959846075653957,560.4358829860746,24.98831634864856,372.20739759561525,53.98421653247284,0.0009865595362127599,4.9327976810638,322.42705098312484,0.2198513366392776
1788199855.4204347,0.29,AEROTWIN-4-001,IDLE,0.15,1011.337232720426,282.829579200793,23.046381763528597,35.68240353744587,15.278255166894834,2.0998354341411374,18.3043129364099,-1.5310979700591483,-0.20937343544621317,37.63224837839745,-0.20937343544621317,27.021326399567922,559.0796705830238,24.98792982324887,372.5655849596618,54.03616731137943,0.000988197368550339,4.940986842751696,322.42705098312484,0.2834389755108153
1788199855.4204595,0.3,AEROTWIN-4-001,IDLE,0.15,1004.1457502317595,343.5098131640185,23.09239807108696,2.6021119428066686,15.545777898938837,2.1181397470775476,-15.061805703209716,-0.44662161810743034,-0.209791487724393,3.468316536362885,-0.209791487724393,27.082871232139308,557.7611090610427,24.987546232419493,373.00569497901193,54.09999998836593,0.0009902169352599686,4.951084676299843,322.42705098312484,0.42110412559127175
1788199855.4204845,0.31,AEROTWIN-4-001,IDLE,0.15,1011.5468598320882,403.7585581779241,23.05455292820623,32.92940174784945,15.325476107271292,2.103077941374338,15.500847699203817,34.43473505188794,-1.0864379651706888,-0.20944766943390405,-0.20944766943390405,27.143175930271358,556.4724295131874,24.98716050560993,372.6436037435609,54.047482999758586,0.0009885548066560577,4.942774033280289,322.42705098312484,0.2351564913361053
1788199855.420518,0.32,AEROTWIN-4-001,IDLE,0.15,1019.7263453278479,464.45136976784937,23.09349849712037,34.801876287789185,15.552223136300166,2.1185787890735415,17.13107436241548,36.74520419340556,-1.523724935707599,-0.2098014849543891,-0.2098014849543891,27.20344002577296,555.219138858143,24.98677729259596,373.01624196677636,54.10152970237731,0.000990265429205837,4.951327146029185,322.42705098312484,0.2674259221485756
1788199855.4205449,0.33,AEROTWIN-4-001,IDLE,0.15,1012.115870837319,525.6349504875202,23.136315265087728,2.001123554578164,15.804754190994503,2.1357098634359573,-15.939340499852296,2.812614841073906,-0.39111034684785123,-0.21019046982394535,-0.21019046982394535,27.263721202088245,554.0006859632584,24.986396873272447,373.4274369351682,54.16116859820293,0.0009921595538924903,4.960797769462451,322.42705098312484,0.43259861190561966
1788199855.42057,0.34,AEROTWIN-4-001,IDLE,0.15,1020.3482224659889,586.3619027377594,23.096484707984775,34.931292252435384,15.56972479723402,2.119770522936105,17.24179693226526,-0.20982861429877225,36.489867448792715,-0.20982861429877225,-1.1389179677597847,27.322746760020834,552.8094327588216,24.986014151258566,373.04486846543676,54.10568163249002,0.0009903970734844525,4.951985367422263,322.42705098312484,0.2696525426727932
1788199855.4205947,0.35000000000000003,AEROTWIN-4-001,IDLE,0.15,1027.509388047841,647.5827960857187,23.13956092509335,32.959359477433665,15.824037035507754,2.13701231986837,14.998310122057541,-0.2102199562306464,34.882790221342795,-0.2102199562306464,-1.502990831447835,27.381798552878596,551.6514890351935,24.98563424431545,373.4586725871864,54.165698954700346,0.0009923037152293804,4.9615185761469025,322.42705098312484,0.2345947664425617
1788199855.4206197,0.36,AEROTWIN-4-001,IDLE,0.15,1019.3454298348985,709.2333593685892,23.176837729844532,1.1003904219262992,16.046933889265578,2.1520106299904276,-17.098554097329707,-0.21055861124180156,1.8165150477877245,-0.21055861124180156,-0.2950074033778221,27.44078533122853,550.5255629756199,24.985256833407497,373.8180900451136,54.21782814396319,0.0009939653378607336,4.969826689303668,322.42705098312484,0.4492656916746072
1788199855.4206445,0.37,AEROTWIN-4-001,IDLE,0.15,1028.7987209450982,50.39408515868308,23.134326542623892,37.72678744485972,15.792948766266823,2.134912075893098,19.798926602699794,-0.21017240253430852,-0.21017240253430852,-1.2144509136004376,39.36158316352877,27.498492193194316,549.4242862283015,24.98487690846549,373.4083024259971,54.158393367261766,0.0009920712620691743,4.960356310345872,322.42705098312484,0.31809131197678353
1788199855.420684,0.38,AEROTWIN-4-001,IDLE,0.15,1034.473340865494,112.12200841538898,23.183530024861714,30.126838154033575,16.087230982317884,2.1547110024957976,11.884896169219893,-0.2106194098874694,-0.2106194098874694,-1.4633584606287122,32.011435434437225,27.556321706670403,548.3545928101419,24.98450023191647,373.8827480983368,54.22720601868657,0.0009942648058604603,4.971324029302302,322.42705098312484,0.18446822052440473
1788199855.4207103,0.39,AEROTWIN-4-001,IDLE,0.15,1025.7372223389311,174.19040886731864,23.212914514735246,0.1348994785133684,16.265187435808343,2.1665958986650176,-18.296883855959994,-0.21088636422575913,-0.21088636422575913,-0.16009886841305185,0.7167710753779385,27.613970476473558,547.3140737074021,24.98412558787798,374.16712924535335,54.26845209148756,0.0009955839098254495,4.977919549127248,322.42705098312484,0.4669689581497369
