timestamp,simulation_time,engine_id,operating_mode,obs_rpm,obs_mean_torque,obs_instant_torque,obs_load_torque,obs_friction_torque,obs_net_torque,obs_cylinder_1_torque,obs_cylinder_2_torque,obs_cylinder_3_torque,obs_cylinder_4_torque,obs_cht,obs_egt,obs_oil_temperature,obs_oil_pressure,obs_oil_pressure_psi,obs_fuel_flow,obs_fuel_flow_lph,obs_fuel_pressure,obs_vibration,exp_rpm,exp_crank_angle,exp_mean_torque,exp_instant_torque,exp_load_torque,exp_friction_torque,exp_net_torque,exp_cylinder_1_torque,exp_cylinder_2_torque,exp_cylinder_3_torque,exp_cylinder_4_torque,exp_cht,exp_egt,exp_oil_temperature,exp_oil_pressure,exp_oil_pressure_psi,exp_fuel_flow,exp_fuel_flow_lph,exp_fuel_pressure,exp_vibration,res_signed_rpm,res_signed_mean_torque,res_signed_instant_torque,res_signed_load_torque,res_signed_friction_torque,res_signed_net_torque,res_signed_cylinder_1_torque,res_signed_cylinder_2_torque,res_signed_cylinder_3_torque,res_signed_cylinder_4_torque,res_signed_cht,res_signed_egt,res_signed_oil_temperature,res_signed_oil_pressure,res_signed_oil_pressure_psi,res_signed_fuel_flow,res_signed_fuel_flow_lph,res_signed_fuel_pressure,res_signed_vibration,res_norm_rpm,res_norm_mean_torque,res_norm_instant_torque,res_norm_load_torque,res_norm_friction_torque,res_norm_net_torque,res_norm_cylinder_1_torque,res_norm_cylinder_2_torque,res_norm_cylinder_3_torque,res_norm_cylinder_4_torque,res_norm_cht,res_norm_egt,res_norm_oil_temperature,res_norm_oil_pressure,res_norm_oil_pressure_psi,res_norm_fuel_flow,res_norm_fuel_flow_lph,res_norm_fuel_pressure,res_norm_vibration,ind_thermal_dev,ind_oil_dev,ind_vibration_dev,ind_torque_dev,ind_cylinder_balance_dev,gt_degradation_type,gt_target_component,gt_active_severity,gt_current_health,gt_is_degraded
0.0,0.0,AEROTWIN-4-001,IDLE,910.2207845436822,22.48604081632653,38.74303548511851,12.222376713340696,1.7982321763248752,24.722426595452944,-0.2042828094928349,-0.2042828094928349,-1.239511984037725,40.39111308814191,25.245924635400552,607.3991835841246,24.79745946922538,355.10886394247404,51.46609281190962,0.0009658225456771,4.829112728385597,322.42705098312484,0.3603259089862402,911.8040891936786,54.0,22.48604081632653,38.74303548511851,12.222376713340696,1.7982321763248752,24.722426595452944,-0.20428280949283495,-0.20428280949283495,-1.2395119840377247,40.39111308814191,24.990696233082197,608.7173525099361,24.99650194029495,354.84557710330824,51.46609281190962,0.0009658225456771193,4.829112728385597,322.42705098312484,0.3611056577253641,-1.5833046499964212,0.0,0.0,0.0,0.0,0.0,5.551115123125783e-17,5.551115123125783e-17,-2.220446049250313e-16,0.0,0.2552284023183553,-1.3181689258115057,-0.1990424710695713,0.26328683916580076,0.0,-1.929879867024198e-17,0.0,0.0,-0.0007797487391239533,-0.15342099321670746,0.0,0.0,0.0,0.0,0.0,1.613696256722611e-17,1.613696256722611e-17,-6.454785026890444e-17,0.0,0.1854857574988047,-0.3831886412242749,-0.2893059172522838,7.653687185052347e-05,0.0,-1.4025289731280504e-13,0.0,0.0,-0.05666778627354311,0.3831886412242749,0.2893059172522838,0.05666778627354311,0.0,1.8308097292142582,NONE,NONE,0.0,1.0,False
0.01,0.01,AEROTWIN-4-001,IDLE,922.4716017955376,22.55239910009784,31.43554607207244,12.545088155621528,1.8218171685474105,17.0686407479035,-0.2048856660273691,-0.2048856660273691,-1.4554526505441172,33.3007700546713,25.061196183159428,606.5951024599954,24.94799588219241,355.4496191168366,51.54371366752792,0.0009684931920712,4.842465960356411,322.42705098312484,0.2506872404543531,919.9537648343444,108.70824535162072,22.552399100097837,31.43554607207244,12.545088155621528,1.8218171685474103,17.0686407479035,-0.20488566602736913,-0.20488566602736913,-1.4554526505441172,33.3007700546713,24.981778135394002,605.9053578338762,24.992975232578242,355.3807530959329,51.54371366752792,0.0009684931920712821,4.842465960356411,322.42705098312484,0.2248275127972685,2.517836961193211,3.552713678800501e-15,0.0,0.0,2.220446049250313e-16,0.0,2.7755575615628914e-17,2.7755575615628914e-17,0.0,0.0,0.07941804776542583,0.6897446261191362,-0.04497935038583378,0.06886602090366978,0.0,-8.207410445715269e-17,0.0,0.0,0.02585972765708458,0.24397644972802435,2.5819140107561775e-15,0.0,0.0,3.227392513445222e-16,0.0,8.068481283613055e-18,8.068481283613055e-18,0.0,0.0,0.057716604480687356,0.20050715875556283,-0.06537696277010722,2.0019192123159818e-05,0.0,-5.964687823920978e-13,0.0,0.0,1.8793406727532396,0.20050715875556283,0.06537696277010722,1.8793406727532396,2.5819140107561775e-15,1.8702074469040006,NONE,NONE,0.0,1.0,False
0.02,0.02,AEROTWIN-4-001,IDLE,911.0164073141904,22.59792686745787,2.4323187647518414,12.770345537843282,1.8381005118403615,-12.176127284931802,-0.2052992799802305,-0.2052992799802305,-0.4268524726250773,3.26976979733738,25.016797828372702,605.9546515486021,24.85765038611359,354.6879731819972,51.59718666240076,0.00097034236549,4.851711827450446,322.42705098312484,0.430955787859811,914.1400922990053,163.90547124168137,22.59792686745787,2.4323187647518414,12.770345537843282,1.8381005118403617,-12.176127284931802,-0.20529927998023056,-0.20529927998023056,-0.42685247262507736,3.26976979733738,24.97315526097616,603.1671557428496,24.989429222405075,355.7494357506361,51.59718666240076,0.0009703423654900892,4.851711827450446,322.42705098312484,0.43393420930430865,-3.123684984814986,0.0,0.0,0.0,-2.220446049250313e-16,0.0,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,0.0,0.043642567396542375,2.787495805752542,-0.13177883629148468,-1.0614625686388877,0.0,-8.912141857830846e-17,0.0,0.0,-0.0029784214444976698,-0.3026826535673436,0.0,0.0,0.0,-3.227392513445222e-16,0.0,1.613696256722611e-17,1.613696256722611e-17,1.613696256722611e-17,0.0,0.031716982119580205,0.8103185481838784,-0.19153900623762304,-0.0003085647001857231,0.0,-6.476847280400323e-13,0.0,0.0,-0.21645504683849343,0.8103185481838784,0.19153900623762304,0.21645504683849343,3.227392513445222e-16,1.5393870132576875,NONE,NONE,0.0,1.0,False
0.03,0.03,AEROTWIN-4-001,IDLE,918.4090050191448,22.56547301452787,28.262841766623243,12.609450456212292,1.826484586267403,13.826906724143548,-0.9624593176939004,-0.2050044408705108,29.635309966058166,-0.2050044408705108,24.92324340303105,600.8714311429658,24.771301949707446,355.41827680650266,51.55905077277132,0.0009690227923339,4.845113961669993,322.42705098312484,0.1767311560421334,920.7419539574594,218.7538767796217,22.56547301452787,28.262841766623243,12.609450456212292,1.826484586267403,13.826906724143548,-0.9624593176939004,-0.20500444087051084,29.635309966058166,-0.20500444087051084,24.96446884498922,600.4949171301548,24.985899227395066,355.4864985229479,51.559050772771315,0.0009690227923339985,4.845113961669993,322.42705098312484,0.16588841379909208,-2.33294893831453,0.0,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-17,0.0,2.7755575615628914e-17,-0.041225441958168574,0.37651401281095787,-0.21459727768761994,-0.06822171644523678,7.105427357601002e-15,-9.84455572616838e-17,0.0,0.0,0.010842742243041326,-0.22606094363512888,0.0,0.0,0.0,0.0,0.0,0.0,8.068481283613055e-18,0.0,8.068481283613055e-18,-0.029960350260296923,0.10945174791016216,-0.3119146478017731,-1.9831894315475804e-05,1.2909570053780885e-14,-7.154473638203763e-13,0.0,0.0,0.7879899885931195,0.10945174791016216,0.3119146478017731,0.7879899885931195,0.0,1.8447165550391156,NONE,NONE,0.0,1.0,False
0.04,0.04,AEROTWIN-4-001,IDLE,930.0524746808408,22.602317626009285,39.51900857775316,12.792237419206923,1.8396753418872671,24.887095816658963,-1.536295312304425,-0.2053391694609984,41.46598222897958,-0.2053391694609984,24.728876816817333,597.9750408453186,25.221746218696413,355.0487144573314,51.6023532225887,0.0009705214355187,4.852607177593795,322.42705098312484,0.3550922801523319,932.6246669127281,273.99839401706924,22.602317626009285,39.519008577753155,12.792237419206923,1.8396753418872671,24.887095816658963,-1.536295312304425,-0.2053391694609984,41.46598222897958,-0.2053391694609984,24.95603746725203,597.8923138520597,24.9823538694028,355.7850578647575,51.6023532225887,0.000970521435518759,4.852607177593795,322.42705098312484,0.3737909561836051,-2.5721922318873567,0.0,7.105427357601002e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2271606504346977,0.08272699325891608,0.2393923492936132,-0.7363434074260908,0.0,-5.898059818321144e-17,0.0,0.0,-0.018698676031273176,-0.24924343332241827,0.0,2.065531208604942e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1650876820019605,0.024048544552010487,0.3479539960662982,-0.0002140533161122357,0.0,-4.286380681919435e-13,0.0,0.0,-1.358915409249504,0.1650876820019605,0.3479539960662982,1.358915409249504,0.0,1.8466466804553425,NONE,NONE,0.0,1.0,False
0.05,0.05,AEROTWIN-4-001,IDLE,931.250167118492,22.66824707011907,7.504433118399518,13.124550617079118,1.8634174271963744,-7.483534925875974,-0.7732979080762311,-0.2059381300419677,8.689607286559685,-0.2059381300419677,25.007459608214205,594.3991982396018,24.830907296145675,357.06800422723524,51.68013744344368,0.0009732259331083,4.866129665541916,322.42705098312484,0.3397014032746202,929.0515421869661,329.95587403183293,22.66824707011907,7.504433118399518,13.124550617079118,1.8634174271963744,-7.483534925875974,-0.7732979080762311,-0.20593813004196776,8.689607286559685,-0.20593813004196776,24.947999826988834,595.3598682471835,24.97877989879142,356.3213602190025,51.680137443443684,0.0009732259331083831,4.866129665541916,322.42705098312484,0.3416061217437242,2.198624931525842,0.0,0.0,0.0,0.0,0.0,0.0,5.551115123125783e-17,0.0,5.551115123125783e-17,0.05945978122537099,-0.9606700075817116,-0.14787260264574442,0.7466440082327495,-7.105427357601002e-15,-8.304988641238964e-17,0.0,0.0,-0.0019047184691040053,0.21304505150444203,0.0,0.0,0.0,0.0,0.0,0.0,1.613696256722611e-17,0.0,1.613696256722611e-17,0.043212050309135885,-0.2792645370877068,-0.21493110849672148,0.00021704767681184574,-1.2909570053780885e-14,-6.035602210202734e-13,0.0,0.0,-0.1384243073476748,0.2792645370877068,0.21493110849672148,0.1384243073476748,0.0,2.100405779432174,NONE,NONE,0.0,1.0,False
0.06,0.06,AEROTWIN-4-001,IDLE,926.9125419100862,22.648474478900308,16.817342419033753,13.024176214962964,1.856278196249833,1.9368880078209552,17.898052151260412,-0.6691927350755005,-0.2057584985755786,-0.2057584985755786,24.441799672515717,595.4892155705124,25.040043009125338,355.30450878591483,51.656768726755686,0.0009724117409997,4.862058704998505,322.42705098312484,0.1848980481821842,929.9763380889465,385.69896656305093,22.648474478900308,16.817342419033753,13.024176214962965,1.856278196249833,1.9368880078209552,17.89805215126036,-0.6691927350754978,-0.20575849857557868,-0.20575849857557868,24.93994839266877,592.889202443261,24.9752162672076,356.1602388805395,51.656768726755686,0.000972411740999701,4.862058704998505,322.42705098312484,0.16870702663130954,-3.0637961788602297,0.0,0.0,-1.7763568394002505e-15,0.0,0.0,5.3290705182007514e-14,-2.6645352591003757e-15,8.326672684688674e-17,8.326672684688674e-17,-0.4981487201530541,2.6000131272514864,0.06482674191773796,-0.8557300946246755,0.0,-9.75781955236954e-19,0.0,0.0,0.01619102155087465,-0.2968794746957587,0.0,0.0,-1.2909570053780887e-15,0.0,0.0,1.5491484064537067e-14,-7.745742032268533e-16,2.4205443850839166e-17,2.4205443850839166e-17,-0.36202668615774275,0.7558177695498506,0.09422491557810748,-0.00024875874843740566,0.0,-7.091438628175536e-15,0.0,0.0,1.1766730778251926,0.7558177695498506,0.09422491557810748,1.1766730778251926,0.0,1.8809950332395462,NONE,NONE,0.0,1.0,False
0.07,0.07,AEROTWIN-4-001,IDLE,944.221572599481,22.65359633815928,43.71281738399762,13.050118154692456,1.8581259715248049,28.804573257780365,45.65100097009529,-1.5265735260718274,-0.2058050300129177,-0.2058050300129177,24.5275849225872,589.9203608046411,24.99287906962753,355.4704537097968,51.66281873788071,0.0009726223920035,4.863111960017656,322.42705098312484,0.443398113216047,943.7295087418315,441.49754684838774,22.653596338159282,43.712817383997624,13.050118154692456,1.8581259715248046,28.804573257780365,45.651000970095296,-1.5265735260718267,-0.20580503001291778,-0.20580503001291778,24.932001561199588,590.4806996255373,24.97165165051623,356.20195216343797,51.66281873788071,0.0009726223920035312,4.863111960017656,322.42705098312484,0.4507120312788937,0.49206385764944116,-3.552713678800501e-15,-7.105427357601002e-15,0.0,2.220446049250313e-16,0.0,-7.105427357601002e-15,-6.661338147750939e-16,8.326672684688674e-17,8.326672684688674e-17,-0.4044166386123891,-0.560338820896277,0.02122741911130177,-0.7314984536411657,0.0,-3.122502256758253e-17,0.0,0.0,-0.007313918062846703,0.047680606361379954,-2.5819140107561775e-15,-2.065531208604942e-15,0.0,3.227392513445222e-16,0.0,-2.065531208604942e-15,-1.9364355080671332e-16,2.4205443850839166e-17,2.4205443850839166e-17,-0.29390744085202686,-0.16288919212101072,0.030853806847822334,-0.00021264489931429234,0.0,-2.2692603610161715e-13,0.0,0.0,-0.5315347429394406,0.29390744085202686,0.030853806847822334,0.5315347429394406,2.5819140107561775e-15,1.8351108168353436,NONE,NONE,0.0,1.0,False
0.08,0.08,AEROTWIN-4-001,IDLE,940.9796633434022,22.72941049907295,13.399644112618192,13.43896169644974,1.8856052981853653,-1.9249228820169144,14.846477322634623,-1.033845626048761,-0.2064937919838353,-0.2064937919838353,24.84499238084175,587.7181210720967,24.83552527532445,356.7629717467662,51.75265071089744,0.0009757615124286,4.878807562143434,322.42705098312484,0.2499155228054519,942.8104257666005,498.12131737289764,22.72941049907295,13.399644112618192,13.438961696449741,1.8856052981853655,-1.9249228820169144,14.846477322634655,-1.0338456260487658,-0.20649379198383536,-0.20649379198383536,24.92450126054668,588.1383035942509,24.968053851935,356.8213206945589,51.752650710897434,0.0009757615124286868,4.878807562143434,322.42705098312484,0.23383413413484078,-1.83076242319828,0.0,0.0,-1.7763568394002505e-15,-2.220446049250313e-16,0.0,-3.197442310920451e-14,4.884981308350689e-15,5.551115123125783e-17,5.551115123125783e-17,-0.0795088797049317,-0.42018252215427765,-0.13252857661055018,-0.058348947792694617,7.105427357601002e-15,-8.68445940160889e-17,0.0,0.0,0.016081388670611124,-0.17739945961223644,0.0,0.0,-1.2909570053780887e-15,-3.227392513445222e-16,0.0,-9.29489043872224e-15,1.4200527059158977e-15,1.613696256722611e-17,1.613696256722611e-17,-0.05778261606463058,-0.12214608202159233,-0.19262874507347405,-1.69619034281089e-05,1.2909570053780885e-14,-6.311380379076227e-13,0.0,0.0,1.1687055719920874,0.12214608202159233,0.19262874507347405,1.1687055719920874,3.227392513445222e-16,1.9839732937821242,NONE,NONE,0.0,1.0,False
0.09,0.09,AEROTWIN-4-001,IDLE,938.7838632479608,22.72436486578075,7.408494105780976,13.412798465752903,1.8837689375422848,-7.888073297514214,-0.2064479530496707,8.214035681299405,-0.2064479530496707,-0.3926456694190872,25.40166006080106,586.4822940022048,24.86958659112085,355.4803117117049,51.74665571378883,0.000975551362351,4.877756811755289,322.42705098312484,0.3397699169847568,939.0441481962887,554.6899429188936,22.72436486578075,7.408494105780976,13.412798465752905,1.8837689375422846,-7.888073297514214,-0.20644795304967078,8.214035681299405,-0.20644795304967078,-0.3926456694190872,24.917051786128834,585.854073571043,24.96445972788784,356.77998671926554,51.74665571378883,0.0009755513623510579,4.877756811755289,322.42705098312484,0.3446592823390508,-0.2602849483279215,0.0,0.0,-1.7763568394002505e-15,2.220446049250313e-16,0.0,8.326672684688674e-17,0.0,8.326672684688674e-17,0.0,0.484608274672226,0.6282204311617079,-0.09487313676698861,-1.2996750075606087,0.0,-5.789639601072594e-17,0.0,0.0,-0.004889365354294017,-0.025221409721697816,0.0,0.0,-1.2909570053780887e-15,3.227392513445222e-16,0.0,2.4205443850839166e-17,0.0,2.4205443850839166e-17,0.0,0.35218624612807115,0.18262221836096157,-0.137897001114809,-0.00037781250219785133,0.0,-4.207586919384151e-13,0.0,0.0,-0.3553317844690419,0.35218624612807115,0.137897001114809,0.3553317844690419,3.227392513445222e-16,1.9835816207739634,NONE,NONE,0.0,1.0,False
